iso,country_name,year,A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating,data_source
NPL,Nepal,2018,4.5,3.5,4.5,4.2,4,4,4,4,4,4,4.5,4,3.5,4,3.5,4,5,3.5,3.5,3.9,4.5,4,ADB_CPA
NPL,Nepal,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
NPL,Nepal,2020,4.5,3.5,4.5,4.2,4.5,4,4,4.2,4,4,4.5,4,4,4.1,3.5,4,5,3.5,3.5,3.9,4,4.1,ADB_CPA
PAK,Pakistan,2010,4.5,3.5,4.5,4.2,3.5,4.5,4,4,2.5,4,3,3,4,3.3,3,4.5,3.5,3.5,3.5,3.6,3,3.8,ADB_CPA
PAK,Pakistan,2011,4.5,3.5,4.5,4.2,3.5,4.5,4,4,2.5,4,3,3.5,4,3.4,3,4.5,3.5,3.5,3.5,3.6,3.5,3.8,ADB_CPA
PAK,Pakistan,2012,4,3.5,4,3.8,3.5,4,4,3.8,2.5,4,3,3.5,4,3.4,3,4.5,3.5,3.5,3.5,3.6,3,3.7,ADB_CPA
PAK,Pakistan,2013,3.5,3.5,4,3.7,4,4,4,4,2.5,4,3,3.5,4,3.4,3,4.5,3.5,3.5,3.5,3.6,3,3.7,ADB_CPA
PAK,Pakistan,2014,4,4,4,4,4,4,4,4,2.5,4,3.5,3.5,3.5,3.4,3,4.5,3.5,3.5,3.5,3.6,4,3.8,ADB_CPA
PAK,Pakistan,2015,4,4,4,4,4,4,4,4,2.5,4,3.5,3.5,3.5,3.4,3,4.5,3.5,3.5,3.5,3.6,4.5,3.8,ADB_CPA
PAK,Pakistan,2016,4,3.5,4.5,4,4,4,4,4,2.5,4,3.5,3.5,3.5,3.4,3,4.5,3.5,3.5,3.5,3.6,3.5,3.8,ADB_CPA
PAK,Pakistan,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
PAK,Pakistan,2018,3,2.5,4.5,3.3,4,4,4,4,3,4,3.5,3.5,3,3.4,3.5,4.5,3.5,3,3.5,3.6,3,3.6,ADB_CPA
PAK,Pakistan,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
PAK,Pakistan,2020,3.5,3,4,3.5,4.5,4,4,4.2,3.5,4,4,3.5,3.5,3.7,3.5,4,3.5,3.5,3.5,3.6,3,3.7,ADB_CPA
PLW,Palau,2010,3,2,3.5,2.8,4,2.5,2.5,3,3,3,4,3.5,3,3.3,3.5,3.5,2.5,3,3,3.1,3.5,3.1,ADB_CPA
PLW,Palau,2011,3.5,2.5,4,3.3,4,3.5,2.5,3.3,3,3.5,4,4,4,3.7,4,3.5,3.5,3,3,3.4,3.5,3.4,ADB_CPA
PLW,Palau,2012,3.5,2.5,4,3.3,4,3.5,2.5,3.3,3,3.5,4,4,4,3.7,4,3.5,3.5,3,3,3.4,3.5,3.4,ADB_CPA
PLW,Palau,2013,3.5,2.5,4,3.3,4,3.5,2.5,3.3,3,3.5,4,4,4,3.7,4,3.5,3.5,3,3,3.4,3.5,3.4,ADB_CPA
PLW,Palau,2014,3.5,2.5,4,3.3,4,3.5,2.5,3.3,3,3,4.5,3.5,4,3.6,4,3.5,3.5,3,3,3.4,4,3.4,ADB_CPA
PLW,Palau,2015,3.5,2.5,4,3.3,4,3.5,2.5,3.3,3,3,4.5,3.5,4,3.6,4,3.5,3.5,3,3,3.4,4,3.4,ADB_CPA
PLW,Palau,2016,3.5,2.5,3.5,3.2,4,3.5,2.5,3.3,3,2.5,4.5,3.5,4,3.5,4,3.5,3.5,3,2.5,3.3,4.5,3.3,ADB_CPA
PLW,Palau,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
PLW,Palau,2018,3.5,2.5,3.5,3.2,4,3.5,2.5,3.3,3,2.5,4.5,3.5,3.5,3.4,4,3.5,3.5,3,2.5,3.3,4.5,3.3,ADB_CPA
PLW,Palau,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
PLW,Palau,2020,3.5,2,3,2.8,4,3.5,2.5,3.3,3,2.5,4.5,3.5,4,3.5,4,3.5,3.5,2.5,2.5,3.2,4.5,3.2,ADB_CPA
PNG,Papua New Guinea,2010,4,3,4,3.7,4,3,3,3.3,2.5,3.5,2.5,3,2,2.7,3,3.5,4,2.5,3,3.2,4,3.2,ADB_CPA
PNG,Papua New Guinea,2011,4,3.5,4.5,4,4.5,2.5,3,3.3,2.5,3.5,2.5,3,2.5,2.8,3,3.5,4,2.5,3,3.2,4,3.3,ADB_CPA
PNG,Papua New Guinea,2012,4,3.5,4.5,4,4.5,3,3,3.5,2.5,3.5,2.5,3,2.5,2.8,2.5,3.5,4,2.5,3,3.1,2.5,3.4,ADB_CPA
PNG,Papua New Guinea,2013,4,3.5,4.5,4,4.5,3.5,3,3.7,2.5,3.5,3,3,2.5,2.9,2.5,3.5,4,2,3,3,3.5,3.4,ADB_CPA
PNG,Papua New Guinea,2014,3.5,3,4.5,3.7,4.5,3.5,3,3.7,2,3.5,3,2.5,2.5,2.7,2.5,3.5,4,2,3,3,3.5,3.3,ADB_CPA
PNG,Papua New Guinea,2015,3.5,3,4.5,3.7,4.5,3.5,3,3.7,2,3.5,3,2.5,2.5,2.7,2.5,3.5,4,2,3,3,3.5,3.3,ADB_CPA
PNG,Papua New Guinea,2016,2.5,2.5,4,3,4,3.5,2.5,3.3,2,3,3,2.5,2,2.5,2,3,3.5,2,2.5,2.6,3.5,2.9,ADB_CPA
PNG,Papua New Guinea,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
PNG,Papua New Guinea,2018,2,2.5,3.5,2.7,4,3.5,2.5,3.3,2,3,3,2.5,2,2.5,2,3,3.5,2,2,2.5,3,2.8,ADB_CPA
PNG,Papua New Guinea,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
PNG,Papua New Guinea,2020,2,2.5,3,2.5,4,3.5,2.5,3.3,2,3,3,2.5,2.5,2.6,2,3,3.5,2.5,2.5,2.7,3,2.8,ADB_CPA
WSM,Samoa,2010,3.5,3,3.5,3.3,5,4,3.5,4.2,3.5,4,4,3.5,4,3.8,4,3.5,4.5,4,4,4,3.5,3.8,ADB_CPA
WSM,Samoa,2011,3.5,3,3.5,3.3,5,4,3.5,4.2,3.5,4,4,3.5,4,3.8,4,3.5,4.5,4,4,4,4.5,3.8,ADB_CPA
WSM,Samoa,2012,4,3.5,3.5,3.7,5,4,3.5,4.2,3.5,4.5,4.5,3.5,4,4,4,3.5,4.5,4,4,4,3,4,ADB_CPA
WSM,Samoa,2013,4,3.5,3.5,3.7,5,4,3.5,4.2,3.5,4.5,4.5,3.5,4,4,4,3.5,4.5,4,4,4,2.5,4,ADB_CPA
WSM,Samoa,2014,3.5,4,3,3.5,5,4,3.5,4.2,3.5,4.5,4.5,3.5,3.5,3.9,4,3.5,4.5,4,4,4,3.5,3.9,ADB_CPA
WSM,Samoa,2015,3.5,4,3,3.5,5,4,3.5,4.2,3.5,4.5,4.5,3.5,3.5,3.9,4,3.5,4.5,4,4,4,4.5,3.9,ADB_CPA
WSM,Samoa,2016,3.5,4,3.5,3.7,4.5,3.5,3.5,3.8,3.5,4.5,4,3.5,3.5,3.8,4,3.5,4,4,3.5,3.8,4.5,3.8,ADB_CPA
WSM,Samoa,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
WSM,Samoa,2018,3.5,4,3.5,3.7,4.5,3.5,3.5,3.8,3.5,4.5,4,3.5,3.5,3.8,4,3.5,4,4,3.5,3.8,3.5,3.8,ADB_CPA
WSM,Samoa,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
WSM,Samoa,2020,3.5,4,3.5,3.7,4.5,3.5,3.5,3.8,3.5,4.5,4,3.5,4,3.9,4,3.5,4,4,3.5,3.8,3.5,3.8,ADB_CPA
SLB,Solomon Islands,2010,3.5,3,4,3.5,4,3.5,3,3.5,3,3.5,3,2.5,2.5,2.9,3.5,3.5,3,2.5,3,3.1,3,3.3,ADB_CPA
SLB,Solomon Islands,2011,3.5,3.5,4,3.7,4,3.5,3,3.5,3,3.5,3,2.5,2.5,2.9,3.5,3.5,3,2.5,3,3.1,3.5,3.3,ADB_CPA
SLB,Solomon Islands,2012,3.5,3.5,4.5,3.8,4,3.5,3.5,3.7,3,3.5,3,2.5,2.5,2.9,3.5,3.5,3,2.5,3,3.1,4.5,3.4,ADB_CPA
SLB,Solomon Islands,2013,3.5,3.5,4.5,3.8,3.5,3.5,3.5,3.5,3,3,3,2.5,2.5,2.8,3.5,3.5,3,2.5,3,3.1,4.5,3.3,ADB_CPA
SLB,Solomon Islands,2014,3.5,3.5,4.5,3.8,3.5,3.5,3.5,3.5,3,3,3,2.5,2.5,2.8,3.5,3.5,3,2.5,3,3.1,4.5,3.3,ADB_CPA
SLB,Solomon Islands,2015,3.5,3,4,3.5,3.5,3.5,3.5,3.5,3,3,3,2.5,2.5,2.8,3.5,3.5,3,2.5,3,3.1,4.5,3.2,ADB_CPA
SLB,Solomon Islands,2016,3.5,3,4,3.5,3.5,3.5,3.5,3.5,3,3,3,2.5,2.5,2.8,3.5,3.5,3,2.5,3,3.1,4.5,3.2,ADB_CPA
SLB,Solomon Islands,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
SLB,Solomon Islands,2018,3.5,3,4,3.5,3.5,3.5,3.5,3.5,3,3,3.5,2.5,2,2.8,3.5,3,3,2.5,3,3,3,3.2,ADB_CPA
SLB,Solomon Islands,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
SLB,Solomon Islands,2020,3.5,3,4,3.5,3.5,3.5,3.5,3.5,3,3,3.5,2.5,2,2.8,3.5,3,3,2.5,3,3,3.5,3.2,ADB_CPA
LKA,Sri Lanka,2010,4,3,3,3.3,3.5,4,3.5,3.7,4,4,4,3.5,3.5,3.8,3.5,4,3.5,3.5,3,3.5,3.5,3.6,ADB_CPA
LKA,Sri Lanka,2011,4,3.5,3.5,3.7,4,4,3.5,3.8,4,4.5,4.5,3.5,3.5,4,4,4,4,3.5,3.5,3.8,3.5,3.8,ADB_CPA
LKA,Sri Lanka,2012,4.5,4,4,4.2,4.5,4,4,4.2,4,4.5,4.5,3.5,4,4.1,4,4,4,3.5,3.5,3.8,4,4.1,ADB_CPA
LKA,Sri Lanka,2013,4.5,4,4,4.2,4.5,4,4,4.2,4,4.5,5,4,4,4.3,4,4,4,4,3.5,3.9,4.5,4.1,ADB_CPA
LKA,Sri Lanka,2014,4.5,4,4,4.2,4.5,4,4,4.2,4,5,5,4,4,4.4,4,4,4,4,3.5,3.9,4.5,4.2,ADB_CPA
LKA,Sri Lanka,2015,4.5,4,4,4.2,4.5,4,4,4.2,4,5,5,4,4,4.4,4,4,4,4,4,4,4.5,4.2,ADB_CPA
LKA,Sri Lanka,2016,4,3,3.5,3.5,4.5,4,4,4.2,4,4.5,5,4,4,4.3,4,4,4,4,4,4,4,4,ADB_CPA
LKA,Sri Lanka,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
LKA,Sri Lanka,2018,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
LKA,Sri Lanka,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
LKA,Sri Lanka,2020,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TJK,Tajikistan,2010,4,4,4,4,4,3.5,3.5,3.7,3.5,3.5,3.5,3.5,3,3.4,3.5,4,3.5,3.5,3,3.5,4.5,3.6,ADB_CPA
TJK,Tajikistan,2011,4,4,4,4,4,3.5,4,3.8,3.5,3.5,3.5,3.5,3,3.4,3.5,4,3.5,3.5,3,3.5,4.5,3.7,ADB_CPA
TJK,Tajikistan,2012,4,4,4,4,4,3.5,4,3.8,3.5,4,3.5,3.5,3,3.5,3.5,4,3.5,3.5,3,3.5,4,3.7,ADB_CPA
TJK,Tajikistan,2013,4,4,4,4,4,3.5,4,3.8,3.5,4,3.5,4,3,3.6,3.5,4,4,3.5,3,3.6,4.5,3.8,ADB_CPA
TJK,Tajikistan,2014,4,4,4,4,4,3.5,4,3.8,4,4,3.5,4,3,3.7,3.5,4,4,3.5,3,3.6,4,3.8,ADB_CPA
TJK,Tajikistan,2015,4,4,4,4,4,3.5,4,3.8,4,4,3.5,4,3,3.7,3.5,4,4,3.5,3,3.6,4,3.8,ADB_CPA
TJK,Tajikistan,2016,3.5,4,4,3.8,4,3.5,4,3.8,4,3.5,3.5,4,3,3.6,3.5,4,4,3.5,2.5,3.5,4.5,3.7,ADB_CPA
TJK,Tajikistan,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TJK,Tajikistan,2018,4,3.5,3.5,3.7,4,2.5,4,3.5,4,3.5,4,4,3,3.7,3.5,4,4,3.5,2.5,3.5,4.5,3.6,ADB_CPA
TJK,Tajikistan,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TJK,Tajikistan,2020,4,3.5,3.5,3.7,4.5,2.5,4,3.7,4,3.5,4,4,3,3.7,3.5,4,4.5,3.5,2.5,3.6,4.5,3.7,ADB_CPA
TLS,Timor-Leste,2010,3,3.5,3.5,3.3,4.5,2.5,2,3,3,3,2.5,3,2.5,2.8,2,3,3,2.5,2.5,2.6,3.5,2.9,ADB_CPA
TLS,Timor-Leste,2011,3.5,4,4,3.8,4.5,2.5,2.5,3.2,3.5,3,3,3,2.5,3,3,3,4,3,3,3.2,3.5,3.3,ADB_CPA
TLS,Timor-Leste,2012,3.5,4,4.5,4,4.5,2.5,2.5,3.2,3.5,3.5,3,3,2.5,3.1,3,3,4,3,3,3.2,3.5,3.4,ADB_CPA
TLS,Timor-Leste,2013,3.5,4,4.5,4,4.5,2.5,2.5,3.2,3.5,3,3,3,2.5,3,2.5,3,4,3,3,3.1,3,3.3,ADB_CPA
TLS,Timor-Leste,2014,3.5,4,4.5,4,4.5,2.5,2.5,3.2,3.5,3.5,3,3,2.5,3.1,3,3.5,4,3,3,3.3,4.5,3.4,ADB_CPA
TLS,Timor-Leste,2015,3.5,4,4.5,4,4.5,2.5,2.5,3.2,3.5,3.5,3,3,2.5,3.1,3,3.5,4,3,3,3.3,4.5,3.4,ADB_CPA
TLS,Timor-Leste,2016,4,4,4,4,4.5,3,2.5,3.3,3,3.5,3,3.5,3,3.2,3,3.5,4,3,3,3.3,4,3.5,ADB_CPA
TLS,Timor-Leste,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TLS,Timor-Leste,2018,3.5,3.5,3.5,3.5,4.5,3,2.5,3.3,3.5,3.5,3.5,3.5,2.5,3.3,2.5,3.5,3.5,3,3,3.1,4,3.3,ADB_CPA
TLS,Timor-Leste,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TLS,Timor-Leste,2020,3.5,3,3.5,3.3,4.5,3,2.5,3.3,3.5,3.5,3.5,3.5,2.5,3.3,2.5,3.5,3.5,3,3,3.1,3.5,3.3,ADB_CPA
TON,Tonga,2010,3,3,3,3,4,3,3.5,3.5,3.5,4,3.5,2.5,3,3.3,3.5,4,4.5,4,3.5,3.9,3,3.4,ADB_CPA
TON,Tonga,2011,3,3,3,3,4,3,3.5,3.5,3.5,4,3.5,2.5,3,3.3,3.5,4,4.5,4,3.5,3.9,3.5,3.4,ADB_CPA
TON,Tonga,2012,3.5,3.5,3,3.3,4.5,3.5,3,3.7,3,4,4,3,4,3.6,3.5,4,4.5,4,3.5,3.9,3.5,3.6,ADB_CPA
TON,Tonga,2013,3.5,3.5,3,3.3,4.5,3.5,3,3.7,3,4,4,3,4,3.6,3.5,4,4.5,4,3.5,3.9,3.5,3.6,ADB_CPA
TON,Tonga,2014,3.5,3.5,3,3.3,4.5,3.5,3,3.7,3,4,4,3,4,3.6,3.5,4,4.5,3.5,3.5,3.8,3.5,3.6,ADB_CPA
TON,Tonga,2015,3.5,3.5,3,3.3,4.5,3.5,3,3.7,3,4,4,3,4,3.6,3.5,4,4.5,3.5,3.5,3.8,4.5,3.6,ADB_CPA
TON,Tonga,2016,3.5,3.5,3,3.3,4.5,3.5,3,3.7,3,4,4,3,4,3.6,3.5,4,4.5,3.5,3.5,3.8,4.5,3.6,ADB_CPA
TON,Tonga,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TON,Tonga,2018,4,3.5,3,3.5,4.5,3.5,3,3.7,2.5,4,4,3,3.5,3.4,3.5,3.5,4.5,3,3.5,3.6,4,3.5,ADB_CPA
TON,Tonga,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TON,Tonga,2020,4,3.5,3.5,3.7,4.5,3.5,3.5,3.8,2.5,4,4,3.5,4,3.6,3.5,3,4.5,3,3.5,3.5,4,3.7,ADB_CPA
TUV,Tuvalu,2010,3.5,3,1.5,2.7,3,2,2.5,2.5,3,3.5,4,3,3,3.3,4,3,3,3.5,3,3.3,2.5,2.9,ADB_CPA
TUV,Tuvalu,2011,3.5,3,1.5,2.7,3,2,2.5,2.5,3,3.5,4,2.5,3,3.2,4,3,3,3.5,3,3.3,2.5,2.9,ADB_CPA
TUV,Tuvalu,2012,3.5,3,2,2.8,3.5,2.5,2.5,2.8,3,3.5,4,3.5,3,3.4,4,2.5,3,3.5,3,3.2,3.5,3.1,ADB_CPA
TUV,Tuvalu,2013,3.5,3,2,2.8,3,2.5,2.5,2.7,3,3.5,4,3.5,3.5,3.5,4,3,3,3,3,3.2,3.5,3.1,ADB_CPA
TUV,Tuvalu,2014,3.5,3,2,2.8,3,2.5,2.5,2.7,3,3,4,3,3,3.2,4,3,3,3,3,3.2,4,3,ADB_CPA
TUV,Tuvalu,2015,3.5,3,2,2.8,3,2.5,2.5,2.7,3,3,4,3,3,3.2,4,3,3,3,3,3.2,4,3,ADB_CPA
TUV,Tuvalu,2016,3.5,3,2,2.8,3.5,2.5,2.5,2.8,3,3,4,3,3,3.2,4,3.5,3,2.5,3,3.2,4,3,ADB_CPA
TUV,Tuvalu,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TUV,Tuvalu,2018,3.5,3,2,2.8,3.5,2.5,2.5,2.8,3,3,4,3,3,3.2,4,3.5,3,2.5,3,3.2,4.5,3,ADB_CPA
TUV,Tuvalu,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
TUV,Tuvalu,2020,3.5,3,2,2.8,3.5,2.5,2.5,2.8,3,3,4,3,3,3.2,3.5,3.5,3,2.5,3,3.1,3,3,ADB_CPA
UZB,Uzbekistan,2010,4.5,4.5,4.5,4.5,3.5,3.5,3.5,3.5,4,4,4,4,4,4,3.5,4,4,3,2.5,3.4,3.5,3.9,ADB_CPA
UZB,Uzbekistan,2011,4.5,5,5,4.8,3.5,3.5,3.5,3.5,4,4,4,4,4,4,3.5,4.5,4,3,2.5,3.5,3.5,4,ADB_CPA
UZB,Uzbekistan,2012,5,5,5,5,3,4,4,3.7,4,4,4.5,4,4,4.1,4,4.5,4,3,2.5,3.6,3,4.1,ADB_CPA
UZB,Uzbekistan,2013,5,5,5,5,3,3.5,4,3.5,4,4.5,4.5,4.5,4,4.3,4,4.5,4,3,2.5,3.6,3,4.1,ADB_CPA
UZB,Uzbekistan,2014,5,5,5,5,3,4,4,3.7,4,4.5,5,4.5,4,4.4,4,5,4,3,2.5,3.7,4,4.2,ADB_CPA
UZB,Uzbekistan,2015,5,5,5,5,3,4,4,3.7,4,4.5,5,4.5,4,4.4,4,5,4,3,2.5,3.7,4.5,4.2,ADB_CPA
UZB,Uzbekistan,2016,5,5,5,5,3,4,4,3.7,4,4.5,5,4.5,4,4.4,4,5,4,3,3,3.8,4.5,4.2,ADB_CPA
UZB,Uzbekistan,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
UZB,Uzbekistan,2018,4.5,5,5,4.8,3.5,4,4.5,4,4,4.5,5,4.5,3.5,4.3,4,4.5,4,3,3,3.7,3,4.2,ADB_CPA
UZB,Uzbekistan,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
UZB,Uzbekistan,2020,5,5,5,5,3.5,4,4.5,4,4,4.5,4.5,4.5,4,4.3,4,5,4,3,3,3.8,3,4.3,ADB_CPA
VUT,Vanuatu,2010,4,3.5,4,3.8,3,4,3,3.3,3,3,2.5,3,2.5,2.8,3.5,3.5,3,3.5,3,3.3,3.5,3.3,ADB_CPA
VUT,Vanuatu,2011,4,3.5,4,3.8,3,4,3,3.3,3,3,2.5,3,2.5,2.8,3.5,3.5,3,3.5,3,3.3,3.5,3.3,ADB_CPA
VUT,Vanuatu,2012,4,3.5,4,3.8,3,3.5,3,3.2,3,3,2.5,3,2.5,2.8,3,3.5,2.5,3.5,2.5,3,3.5,3.2,ADB_CPA
VUT,Vanuatu,2013,4,3,4.5,3.8,3.5,3.5,3,3.3,3,3,3,3,2.5,2.9,3,3.5,2.5,3.5,3,3.1,4.5,3.3,ADB_CPA
VUT,Vanuatu,2014,4,3,4.5,3.8,3.5,3.5,3,3.3,3,3,3,3,2.5,2.9,3,3.5,3,3.5,3,3.2,4.5,3.3,ADB_CPA
VUT,Vanuatu,2015,4,3,4.5,3.8,3.5,3.5,3,3.3,3,3,3,3,2.5,2.9,3,3.5,3,3.5,3,3.2,2.5,3.3,ADB_CPA
VUT,Vanuatu,2016,3.5,3,4,3.5,3.5,3.5,3,3.3,3,3,3,3,2.5,2.9,3,3.5,3,3.5,2.5,3.1,2.5,3.2,ADB_CPA
VUT,Vanuatu,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
VUT,Vanuatu,2018,3,3,4,3.3,3.5,3.5,3,3.3,3,3,3,3,2.5,2.9,3,3.5,3,3.5,3,3.2,3.5,3.2,ADB_CPA
VUT,Vanuatu,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
VUT,Vanuatu,2020,3,3,4,3.3,3.5,3.5,3,3.3,3,3,3,3,2.5,2.9,3,3.5,3.5,3,3,3.2,2.5,3.2,ADB_CPA
VNM,Vietnam,2010,4.5,4.5,4.5,4.5,4,4.5,4,4.2,4.5,5,4.5,4.5,4.5,4.6,4.5,4.5,4,4,4,4.2,3.5,4.4,ADB_CPA
VNM,Vietnam,2011,4,4.5,4.5,4.3,4,4.5,4,4.2,5,5.5,4.5,4.5,4.5,4.8,4.5,4.5,4.5,4,4,4.3,3.5,4.4,ADB_CPA
VNM,Vietnam,2012,4.5,4.5,4.5,4.5,4,4.5,4,4.2,5,5.5,5,4.5,4.5,4.9,4.5,4.5,4.5,4.5,4,4.4,3,4.5,ADB_CPA
VNM,Vietnam,2013,4.5,4.5,4.5,4.5,4,4.5,4,4.2,5,5.5,5,4.5,4.5,4.9,4.5,4.5,4.5,4.5,4,4.4,3,4.5,ADB_CPA
VNM,Vietnam,2014,5,4.5,4.5,4.7,4.5,4.5,4,4.3,4.5,5.5,5,4.5,4,4.7,4.5,4.5,4.5,4.5,4,4.4,3.5,4.5,ADB_CPA
VNM,Vietnam,2015,5,4.5,4.5,4.7,4.5,4.5,4,4.3,4.5,5.5,5,4.5,4,4.7,4.5,4.5,4.5,4.5,4,4.4,4,4.5,ADB_CPA
VNM,Vietnam,2016,5,4.5,4,4.5,4.5,4.5,4,4.3,4.5,5.5,5,4.5,4,4.7,4.5,4.5,4.5,4.5,4,4.4,4,4.5,ADB_CPA
VNM,Vietnam,2017,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
VNM,Vietnam,2018,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
VNM,Vietnam,2019,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
VNM,Vietnam,2020,,,,,,,,,,,,,,,,,,,,,,,ADB_CPA
