iso,year,migrant_stock,refugee_stock,disaster_displacement,conflict_displacement,climate_change,air_quality,rule_of_law,gov_effectiveness,corruption_control,state_legit,cpa_d_12,cpa_d_avg,gdp,hdi_value,gini,country_name,region,donor,sids,ldc
AZE,2008,NA,NA,NA,NA,77.1,81.9,-0.8324519,-0.7735335,-1.148548,1.9000000000000004,NA,NA,4.692912192,0.716,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2008,NA,NA,0,0,77.1,59.1,-0.7501396,-0.7324244000000001,-1.034565,0.9000000000000004,3.5,3.4,0.8971890238,0.531,NA,Bangladesh,South Asia,0,0,1
BRN,2008,NA,NA,NA,NA,25.54,63.91,0.46514920000000004,0.8885025,0.4911537,2.3,NA,NA,33.981337030000006,0.825,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2008,NA,NA,NA,NA,71.68,74.155,0.3841602,0.28258540000000004,0.8581816999999999,2.3,4,4,1.9092459059999998,0.551,NA,Bhutan,South Asia,0,0,1
CHN,2008,NA,NA,0,0,52.7,46.7,-0.41979740000000004,0.150768,-0.5202951,1.6999999999999993,NA,NA,4.711635127,0.678,43,People's Republic of China,East Asia,1,0,0
FJI,2008,NA,NA,NA,NA,54.3,90.5,-0.5614722,-0.7335429,-0.048133499999999996,1.3000000000000007,NA,NA,4.532013247,0.712,40.4,Fiji,Oceania,0,1,0
FSM,2008,NA,NA,NA,NA,NA,62.93,0.341098,-0.7258899999999999,-0.31315590000000004,3.0999999999999996,3.5,2.8,2.965738151,0.593,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2008,NA,NA,NA,NA,92.7,86.7,-0.2673092,0.2967184,-0.108393,1.5999999999999996,3.5,4,2.9803095350000004,0.742,38.5,Georgia,Central and West Asia,0,0,0
HKG,2008,NA,NA,0,0,NA,NA,1.489005,1.856298,1.901366,NA,NA,NA,36.9238554,0.899,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2008,NA,NA,0,0,59.8,69,-0.6538706,-0.2372018,-0.5937,3.2,NA,NA,2.513671592,0.647,35.2,Indonesia,Southeast Asia,1,0,0
IND,2008,NA,NA,0,0,57.9,68.1,0.08603889999999999,-0.019193900000000003,-0.3371764,5.2,NA,NA,1.0930765509999998,0.563,NA,India,South Asia,1,0,0
JPN,2008,NA,NA,0,0,70.5,88.7,1.318866,1.460432,1.3359729999999999,8.2,NA,NA,33.5576454,0.883,34.8,Japan,East Asia,1,0,0
KAZ,2008,NA,NA,NA,NA,16.1,96.8,-0.8240984,-0.46157070000000006,-0.9782890999999999,2.3,NA,NA,8.554823573,0.758,28.5,Kazakhstan,Central and West Asia,1,0,0
KGZ,2008,NA,NA,0,0,61.5,83,-1.3715629999999999,-0.7883915,-1.222449,1.5999999999999996,2.5,3.1,0.9664153604000001,0.656,31.5,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2008,NA,NA,NA,NA,66,71.9,-1.148304,-0.9887551,-1.231375,1.6999999999999993,2.5,3.3,0.8671214601,0.525,NA,Cambodia,Southeast Asia,0,0,1
KIR,2008,NA,NA,0,0,75.44,73.91,0.3530946,-0.6963969,-0.0265449,NA,3,2.9,1.427325186,NA,NA,Kiribati,Oceania,0,1,1
KOR,2008,NA,NA,NA,NA,71.5,68.1,0.8808925,1.0509899999999999,0.4701436,6.1,NA,NA,23.8827305,0.88,32.3,Republic of Korea,East Asia,1,0,0
LAO,2008,NA,NA,0,0,92.4,66.4,-0.8692254,-0.8755752,-1.197019,1.8000000000000007,3.5,3.5,1.405123505,0.535,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2008,NA,NA,0,0,85.6,70.8,-0.011843799999999998,-0.1228165,-0.2252109,0.8000000000000007,3,3.3,2.674746321,0.746,NA,Sri Lanka,South Asia,0,0,0
MDV,2008,NA,NA,NA,NA,75.46,59.575,-0.1847449,-0.22930860000000003,-0.8181251,2.4000000000000004,4,3.6,9.119296448000002,0.673,NA,Maldives,South Asia,0,1,0
MHL,2008,NA,NA,0,0,NA,74.2,0.203876,-1.304649,-0.5667388000000001,NA,3.5,2.7,2.9247676530000004,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2008,NA,NA,0,0,73.8,61.6,-1.541819,-1.530751,-1.616428,0.5,NA,NA,0.7526491477,0.493,NA,Myanmar,Southeast Asia,0,0,0
MNG,2008,NA,NA,NA,NA,57.5,80.4,-0.3458996,-0.5280833,-0.661201,4,3.5,3.8,2.587777933,0.682,NA,Mongolia,East Asia,0,0,0
MYS,2008,NA,NA,0,0,61.9,96.4,0.3449331,1.108519,-0.047309,4.1,NA,NA,8.073934416,0.761,45.5,Malaysia,Southeast Asia,1,0,0
NPL,2008,NA,NA,0,0,98.1,79.4,-0.6734937,-0.8005978,-0.8086575,1.6999999999999993,3.5,3.7,0.6764507099,0.509,NA,Nepal,South Asia,0,0,1
NRU,2008,NA,NA,NA,NA,NA,NA,0.3719442,-0.4321648,-0.3233833,NA,2.5,3.1,3.4406675649999996,NA,NA,Nauru,Oceania,1,1,0
NZL,2008,NA,NA,NA,NA,71.1,98,1.862746,1.6780869999999999,2.313838,8.9,NA,NA,35.666190199999996,0.902,NA,New Zealand,Oceania,1,0,0
PAK,2008,NA,NA,0,0,67.4,63.6,-0.968671,-0.7237100999999999,-0.8950734,0.5,3,3.4,1.239420494,0.503,NA,Pakistan,South Asia,0,0,0
PHL,2008,NA,NA,0,0,82,87.2,-0.5456504,0.016421,-0.7562126,1.6999999999999993,NA,NA,2.309726212,0.666,NA,Philippines,Southeast Asia,0,0,0
PLW,2008,NA,NA,NA,NA,NA,85.98,0.7794548000000001,-0.6009423,-0.3233833,NA,3.5,3.2,13.36906136,0.781,NA,Palau,Oceania,0,1,0
PNG,2008,NA,NA,0,0,75.9,81.1,-0.9159881,-0.6948548000000001,-1.15477,2.2,3,3.2,1.991372961,0.503,NA,Papua New Guinea,Oceania,0,1,0
SGP,2008,NA,NA,NA,NA,48.57,44.625,1.606087,2.436975,2.2476439999999998,6,NA,NA,44.52602174,0.888,NA,Singapore,Southeast Asia,1,1,0
SLB,2008,NA,NA,NA,NA,40.8,77.3,-0.6368995,-0.9970134,-0.3707808,1.3000000000000007,3,3,1.9763151440000002,0.524,NA,Solomon Islands,Oceania,0,1,1
THA,2008,NA,NA,0,0,71.1,65.1,-0.1402466,0.2205064,-0.4077929,2.3,NA,NA,4.884417785,0.718,40.3,Thailand,Southeast Asia,1,0,0
TJK,2008,NA,NA,0,0,98.2,74,-1.285771,-1.072905,-1.1818600000000001,0.8000000000000007,3,3.1,0.7392625749999999,0.639,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2008,NA,NA,NA,NA,58.2,91.8,-1.471751,-1.424742,-1.498502,1.3000000000000007,NA,NA,3.794922165,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2008,NA,NA,NA,NA,NA,89.64,-1.046781,-1.047847,-0.6473844,1,1.5,2.4,1.0201040080000001,0.616,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2008,NA,NA,NA,NA,75.45,59.22,0.0736315,-0.45827460000000003,-0.6556217,NA,3.5,3.5,3.96685949,0.688,NA,Tonga,Oceania,0,1,0
TUV,2008,NA,NA,NA,NA,NA,NA,0.9869859000000001,-0.5716190999999999,-0.2121344,NA,4,3.1,3.0948480679999997,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2008,NA,NA,NA,NA,65.5,68.2,0.7850089,1.136482,0.5228265999999999,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2008,NA,NA,NA,NA,46.9,74.4,-1.166035,-0.8726988000000001,-1.0638940000000001,0.6999999999999993,3.5,3.3,1.9178493719999998,0.653,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2008,NA,NA,0,0,74.7,75.1,-0.4651269,-0.2121504,-0.7071454,2.8,4,4,1.4988383650000001,0.647,35.6,Viet Nam,Southeast Asia,0,0,0
VUT,2008,NA,NA,NA,NA,75.45,70.35,0.4633517,-0.30164359999999996,0.287317,NA,3,3.2,2.877459988,0.589,NA,Vanuatu,Oceania,0,1,0
WSM,2008,NA,NA,NA,NA,77.76,71.7,0.7890798000000001,0.16404860000000002,0.20705549999999998,3.3,4.5,4.4,4.329372926,0.687,42,Samoa,Oceania,0,1,0
AFG,2009,NA,NA,0,29.7,NA,53.76,-1.8470919999999997,-1.483899,-1.5347959999999998,0.1999999999999993,1.5,2.3,0.4728422916,0.46,NA,Afghanistan,South Asia,0,0,1
ARM,2009,NA,NA,0,0.84,68.525,75.655,-0.47585200000000005,-0.029734800000000002,-0.6197577,2.9000000000000004,3.5,3.8,2.88433947,0.742,28,Armenia,Central and West Asia,0,0,0
AUS,2009,NA,NA,0,0,35.07,77.4075,1.740398,1.705787,2.051661,8.6,NA,NA,53.22595104,0.928,NA,Australia,Oceania,1,0,0
AZE,2009,NA,NA,0,58.6013,67.595,70.9975,-0.8799943000000001,-0.6581194,-1.1884540000000001,1.8000000000000007,NA,NA,5.023790764999999,0.727,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2009,NA,NA,0,42.649,73.91,40.99,-0.7855525999999999,-0.7912479,-1.06978,1.5,4,3.8,0.9319865061,0.543,NA,Bangladesh,South Asia,0,0,1
BRN,2009,NA,NA,NA,NA,25.54,63.91,0.7886911,0.9180716999999998,0.9914091,2.0999999999999996,NA,NA,32.99182358,0.827,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2009,NA,NA,0,0,71.68,74.155,0.21322080000000002,0.49482029999999994,0.9099128000000001,2.5999999999999996,4.5,4.7,2.017903478,0.561,NA,Bhutan,South Asia,0,0,1
CHN,2009,NA,NA,0,0,46.44,40.915000000000006,-0.4070508,0.0938044,-0.5149382,1.5,NA,NA,5.128895067999999,0.687,NA,People's Republic of China,East Asia,1,0,0
COK,2009,NA,NA,NA,NA,NA,NA,-0.7772179,-0.9838496999999999,-0.579232,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2009,NA,NA,0,0,57.25,82.655,-0.7710723,-0.9101736999999999,-0.3424164,1.4000000000000004,NA,NA,4.4258480239999995,0.715,NA,Fiji,Oceania,0,1,0
FSM,2009,NA,NA,NA,NA,NA,62.93,0.041141000000000004,-0.7092258,-0.13498020000000002,3.4000000000000004,3.5,2.8,3.014985957,0.596,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2009,NA,NA,0,24,73.54,74.52250000000001,-0.20492770000000002,0.2873248,-0.1239845,1,3.5,4.1,2.897130877,0.746,38.2,Georgia,Central and West Asia,0,0,0
HKG,2009,NA,NA,0,0,NA,NA,1.49594,1.741184,1.886195,NA,NA,NA,35.93836813,0.901,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2009,NA,NA,0,7,54.519999999999996,52.8425,-0.6026188,-0.2981317,-0.8386456,3.3,NA,NA,2.595298759,0.658,35.1,Indonesia,Southeast Asia,1,0,0
IND,2009,NA,NA,0,50,59.075,52.707499999999996,0.013824000000000001,-0.012421399999999999,-0.4519712,4.5,NA,NA,1.162498808,0.569,35.4,India,South Asia,1,0,0
JPN,2009,NA,NA,0,0,59.39,74.78,1.293836,1.454036,1.377338,8,NA,NA,31.651083769999996,0.882,NA,Japan,East Asia,1,0,0
KAZ,2009,NA,NA,NA,NA,31.315,92.7375,-0.6456799,-0.39152070000000005,-0.9331235000000001,2.3,NA,NA,8.48754483,0.762,28.2,Kazakhstan,Central and West Asia,1,0,0
KGZ,2009,NA,NA,NA,NA,58.85,75.9725,-1.325342,-0.9648597,-1.305888,1.6999999999999993,3,3.2,0.9823771732000002,0.661,29.9,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2009,NA,NA,0,0,61.144999999999996,57.45,-1.118063,-0.9450983000000001,-1.174739,1.5,3,3.5,0.8549557547000001,0.528,NA,Cambodia,Southeast Asia,0,0,1
KIR,2009,NA,NA,NA,NA,75.44,73.91,0.127355,-0.7840246999999999,-0.15610339999999998,NA,3,2.9,1.4078778669999998,NA,NA,Kiribati,Oceania,0,1,1
KOR,2009,NA,NA,NA,NA,54.095,60.8225,0.9937183,1.094725,0.5350723000000001,5.9,NA,NA,23.948472239999997,0.877,NA,Republic of Korea,East Asia,1,0,0
LAO,2009,NA,NA,0,0,80.58500000000001,56.612500000000004,-1.0534629999999998,-0.9469504000000001,-1.238691,1.8000000000000007,3.5,3.5,1.485476562,0.545,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2009,NA,NA,0,40,82.655,54.84,-0.10709980000000001,-0.14818910000000002,-0.3974278,1,3,3.3,2.7502019059999996,0.749,36.1,Sri Lanka,South Asia,0,0,0
MDV,2009,NA,NA,NA,NA,75.46,59.575,-0.1897115,-0.44025169999999997,-0.6669996,2.8,3,2.9,8.222044459000001,0.674,38.4,Maldives,South Asia,0,1,0
MHL,2009,NA,NA,NA,NA,NA,74.2,-0.28588559999999996,-1.398362,-0.34469679999999997,NA,3.5,2.7,3.0131330550000004,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2009,NA,NA,0,47,69.37,50.400000000000006,-1.531916,-1.614053,-1.6604240000000001,0.5,NA,NA,0.8256948861000001,0.504,NA,Myanmar,Southeast Asia,0,0,0
MNG,2009,NA,NA,0,0,47.22,54.5675,-0.2607741,-0.6674091999999999,-0.75866,3.3,3.5,3.8,2.514916555,0.687,NA,Mongolia,East Asia,0,0,0
MYS,2009,NA,NA,0,0,52.114999999999995,82.83250000000001,0.45596809999999993,0.983706,-0.05647719999999999,3.9000000000000004,NA,NA,7.808658007999999,0.765,NA,Malaysia,Southeast Asia,1,0,0
NIU,2009,NA,NA,NA,NA,NA,NA,-0.7772179,-0.9838496999999999,-0.579232,NA,NA,NA,NA,NA,NA,Niue,Oceania,0,1,0
NPL,2009,NA,NA,0,6,97.22999999999999,64.89750000000001,-0.8600230999999999,-0.9502964,-0.7025764,2,3.5,3.8,0.7014083396,0.522,NA,Nepal,South Asia,0,0,1
NRU,2009,NA,NA,NA,NA,NA,NA,0.47891190000000006,-0.3946568,-0.39686459999999996,NA,2.5,3.1,3.7289231359999997,NA,NA,Nauru,Oceania,1,1,0
NZL,2009,NA,NA,NA,NA,54.905,86.9975,1.9303119999999998,1.8518400000000002,2.3911919999999998,8.9,NA,NA,35.26367132,0.905,NA,New Zealand,Oceania,1,0,0
PAK,2009,NA,NA,0,123,67.27000000000001,46.8875,-0.8310665,-0.8008026,-1.069159,0.9000000000000004,3,3.4,1.246367912,0.508,NA,Pakistan,South Asia,0,0,0
PHL,2009,NA,NA,0,12.5,73.225,74.47,-0.5705019,-0.0265842,-0.7682769,1.5,NA,NA,2.304836545,0.665,46.3,Philippines,Southeast Asia,0,0,0
PLW,2009,NA,NA,NA,NA,NA,85.98,0.8114331,-0.5462212,-0.39686459999999996,NA,3.5,3.2,12.773378899999999,0.782,NA,Palau,Oceania,0,1,0
PNG,2009,NA,NA,0,0,65.89,71.435,-0.8916238000000001,-0.7391810000000001,-1.232532,2.3,3,3.2,2.076615061,0.512,41.9,Papua New Guinea,Oceania,0,1,0
SGP,2009,NA,NA,NA,NA,48.57,44.625,1.5660049999999999,2.270797,2.217089,6,NA,NA,43.2554559,0.888,NA,Singapore,Southeast Asia,1,1,0
SLB,2009,NA,NA,0,0,47.97,77.475,-0.6806033,-1.099491,-0.29266729999999996,1.6999999999999993,3,3,1.980355223,0.517,NA,Solomon Islands,Oceania,0,1,1
THA,2009,NA,NA,0,0,62.035,55.317499999999995,-0.2301871,0.267293,-0.3097054,1.8000000000000007,NA,NA,4.826321427000001,0.722,39.6,Thailand,Southeast Asia,1,0,0
TJK,2009,NA,NA,0,0,78.69,70.235,-1.2677200000000002,-1.106588,-1.214975,1.0999999999999996,3,3.1,0.7519463107000001,0.633,30.8,Tajikistan,Central and West Asia,0,0,0
TKM,2009,NA,NA,0,0.4,46.625,81.10249999999999,-1.4700469999999999,-1.445099,-1.5286959999999998,1.5,NA,NA,3.9683730070000003,NA,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2009,NA,NA,0,0.04,NA,89.64,-1.1861030000000001,-1.171952,-0.8001626000000001,0.5999999999999996,1.5,2.5,1.103863055,0.611,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2009,NA,NA,0,0,75.45,59.22,-0.0890908,-0.3544413,-0.6779904,NA,4,3.9,3.742049778,0.693,37.5,Tonga,Oceania,0,1,0
TUV,2009,NA,NA,NA,NA,NA,NA,1.022784,-0.4428224,-0.21578060000000002,NA,4,3.2,2.929822607,NA,NA,Tuvalu,Oceania,0,1,1
TWN,2009,NA,NA,0,0,54.41,51.395,0.9424070999999999,1.161016,0.6201826,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2009,NA,NA,0,0.34,42.085,65.9425,-1.321667,-0.6254953000000001,-1.268171,1,3.5,3.3,2.037581498,0.66,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2009,NA,NA,0,0,66.46000000000001,58.655,-0.5400581999999999,-0.2552605,-0.5441679,2.7,4.5,4.1,1.564347486,0.659,NA,Viet Nam,Southeast Asia,0,0,0
VUT,2009,NA,NA,0,0,75.45,70.35,0.3978992,-0.3239454,0.3045432,NA,3.5,3.1,2.893465354,0.589,NA,Vanuatu,Oceania,0,1,0
WSM,2009,NA,NA,0,0,77.76,71.7,0.6391839,0.030528899999999998,0.11712950000000001,3.4000000000000004,4,4,4.092554482,0.691,NA,Samoa,Oceania,0,1,0
AFG,2010,10.2246,0.6434,0,35.2,NA,53.76,-1.8454270000000002,-1.454611,-1.636177,0,1.5,2.6,0.5261036755999999,0.472,NA,Afghanistan,South Asia,0,0,1
ARM,2010,21.1147,0.3319,0,0.84,49.85,65.31,-0.488626,-0.1839135,-0.6964903,3.4000000000000004,3.5,4,2.958838999,0.747,30,Armenia,Central and West Asia,0,0,0
AUS,2010,588.298,2.5505,0,0,27.64,63.415,1.7649869999999999,1.768468,2.032045,8.5,NA,NA,53.542833720000004,0.93,34.7,Australia,Oceania,1,0,0
AZE,2010,27.6901,0.1908,0,59.286,58.09,60.095,-0.8930393,-0.8069345,-1.2441440000000001,2,NA,NA,5.215020912,0.726,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2010,134.5546,22.9253,0,42.649,70.72,22.88,-0.8029215999999999,-0.7356406999999999,-1.05741,2,4,3.8,0.9729096877000001,0.557,32.1,Bangladesh,South Asia,0,0,1
BRN,2010,10.0587,0,NA,NA,25.54,63.91,0.7792174,0.9017023000000001,0.8633850000000001,2.3,NA,NA,33.43712173,0.827,NA,Brunei Darussalam,Southeast Asia,1,0,0
BTN,2010,4.842,0,NA,NA,71.68,74.155,0.1618841,0.5844976,0.9129064,3.0999999999999996,4.5,4.7,2.235322677,0.574,NA,Bhutan,South Asia,0,0,1
CHN,2010,84.9861,30.0986,0,0,40.18,35.13,-0.40990190000000004,0.08854830000000001,-0.5617908,1.6999999999999993,NA,NA,5.6470587519999995,0.699,43.7,People's Republic of China,East Asia,1,0,0
COK,2010,0.3769,0,0,0,NA,83.355,-0.9116844000000001,-1.0114239999999999,-0.24954400000000002,NA,NA,NA,NA,NA,NA,Cook Islands,Oceania,0,1,0
FJI,2010,1.3351,1e-4,0,0,60.2,74.81,-0.8484084999999999,-0.7242482,-0.45921059999999997,1.0999999999999996,NA,NA,4.5238662640000005,0.715,NA,Fiji,Oceania,0,1,0
FSM,2010,0.2806,1e-4,NA,NA,NA,62.93,-0.1015308,-0.8025251,-0.14979589999999998,3.4000000000000004,3,2.8,3.0847539100000003,0.601,NA,Federated States of Micronesia,Oceania,0,1,0
GEO,2010,7.3034,0.0639,0,25.7,54.38,62.345,-0.2096013,0.3091346,0.0079711,1,4,4.3,3.1007234269999997,0.751,39.5,Georgia,Central and West Asia,0,0,0
HKG,2010,277.995,0.0154,0,0,NA,8.16,1.543053,1.6804259999999998,1.962684,NA,NA,NA,38.089778939999995,0.904,NA,"Hong Kong, China",East Asia,1,0,0
IDN,2010,30.5416,0.0811,0,20,49.24,36.685,-0.6399844,-0.2143717,-0.7515621,3.0999999999999996,NA,NA,2.7201916219999998,0.665,36.4,Indonesia,Southeast Asia,1,0,0
IND,2010,543.9758,18.8567,0,65,60.25,37.315,-0.0373795,0.0258973,-0.46823869999999995,4.2,NA,NA,1.2443660159999999,0.579,NA,India,South Asia,1,0,0
JPN,2010,213.4151,0.2586,0,0,48.28,60.86,1.3263909999999999,1.527408,1.560917,8.2,NA,NA,32.94220208,0.887,32.1,Japan,East Asia,1,0,0
KAZ,2010,333.4937,0.472,0,0,46.53,88.675,-0.6158918999999999,-0.4361446,-0.9981285,2.5,NA,NA,8.979332284,0.764,28,Kazakhstan,Central and West Asia,1,0,0
KGZ,2010,23.2065,0.3012,0,7.5,56.2,68.945,-1.266846,-0.6517149999999999,-1.1735520000000002,1.5999999999999996,2.5,3.1,0.9661507300000001,0.662,30.1,Kyrgyz Republic,Central and West Asia,0,0,0
KHM,2010,8.1977,0.0129,0,0,56.29,43,-1.118496,-0.9429736999999999,-1.243371,1.3000000000000007,3.5,3.7,0.8921004421000001,0.539,NA,Cambodia,Southeast Asia,0,0,1
KIR,2010,0.2868,0,NA,NA,75.44,73.91,0.055100800000000005,-0.850458,-0.07729839999999999,NA,3,2.8,1.3677401070000001,NA,NA,Kiribati,Oceania,0,1,1
KOR,2010,91.9987,0.107,0,0,36.69,53.545,1.0038989999999999,1.204439,0.46963760000000004,6.1,NA,NA,25.45100416,0.889,32,Republic of Korea,East Asia,1,0,0
LAO,2010,3.2955,0,0,0,68.77,46.825,-0.9797619000000001,-0.8600155999999999,-1.1937959999999999,1.6999999999999993,4,3.8,1.5862029300000002,0.552,NA,Lao People's Democratic Republic,Southeast Asia,0,0,1
LKA,2010,3.8959,0.0361,0,32.7,79.71,38.88,-0.1214751,-0.1950748,-0.4214559,1.4000000000000004,3.5,3.5,2.950390721,0.754,NA,Sri Lanka,South Asia,0,0,0
MDV,2010,5.4659,0,NA,NA,75.46,59.575,-0.3370196,-0.20719829999999997,-0.5480477,2.7,4,3.6,8.521838104999999,0.685,NA,Maldives,South Asia,0,1,0
MHL,2010,0.3089,0,NA,NA,NA,74.2,-0.2602703,-1.281197,-0.3347448,NA,3.5,2.7,3.208023279,NA,NA,Marshall Islands,Oceania,0,1,0
MMR,2010,7.6414,0,0,44.6,64.94,39.2,-1.547695,-1.61781,-1.67334,0.40000000000000036,NA,NA,0.9025418710000002,0.515,NA,Myanmar,Southeast Asia,0,0,0
MNG,2010,1.6062,0.0013,NA,NA,36.94,28.735,-0.3602034,-0.572001,-0.7353915,3.8,4,3.9,2.629648326,0.696,33.1,Mongolia,East Asia,0,0,0
MYS,2010,241.7395,9.2855,0,0,42.33,69.265,0.47818140000000003,1.1203020000000001,0.08930460000000001,4.1,NA,NA,8.247782262000001,0.772,NA,Malaysia,Southeast Asia,1,0,0
NIU,2010,0.0589,0,NA,NA,NA,87.03,-0.735762,-1.0114239999999999,-0.45990349999999997,NA,NA,NA,NA,NA,NA,Niue,Oceania,0,1,0
NPL,2010,57.8657,8.7514,0,5,96.36,50.395,-0.9518496,-0.8735381999999999,-0.6926661999999999,1.9000000000000004,3,3.8,0.7316618132999999,0.537,32.8,Nepal,South Asia,0,0,1
NRU,2010,0.1183,0.0277,NA,NA,NA,61.62,0.4645541,-0.5599803000000001,0.013527200000000001,NA,2.5,3.2,4.116754986,NA,NA,Nauru,Oceania,1,1,0
NZL,2010,94.7443,0.2307,0,0,38.71,75.995,1.869271,1.8164040000000001,2.338579,9,NA,NA,35.406676749999995,0.906,NA,New Zealand,Oceania,1,0,0
PAK,2010,394.1586,190.0621,0,98,67.14,30.175,-0.7387066,-0.7658636999999999,-1.087688,1.0999999999999996,3,3.6,1.238873484,0.512,29.8,Pakistan,South Asia,0,0,0
PHL,2010,20.8599,0.0316,0,1.5,64.45,61.74,-0.5525689,0.0014643,-0.760691,1.4000000000000004,NA,NA,2.433008524,0.671,NA,Philippines,Southeast Asia,0,0,0
PLW,2010,0.549,0,NA,NA,NA,85.98,0.7541239000000001,-0.8492995999999999,-0.500219,NA,3.5,3.1,13.040542499999999,0.786,NA,Palau,Oceania,0,1,0
PNG,2010,3.0425,0.9699,0,0,55.88,61.77,-0.9091606,-0.7185656,-1.044271,2.2,3,3.2,2.235096323,0.522,NA,Papua New Guinea,Oceania,0,1,0
SGP,2010,216.4794,7e-4,NA,NA,48.57,44.625,1.6259620000000001,2.2410650000000003,2.180155,5.8,NA,NA,48.66857662,0.909,NA,Singapore,Southeast Asia,1,1,0
SLB,2010,0.276,0,0,0,55.14,77.65,-0.6517897,-0.9544448,-0.34755790000000003,1.9000000000000004,3.5,3.1,2.0993308170000002,0.537,NA,Solomon Islands,Oceania,0,1,1
THA,2010,322.4131,9.6675,0,0,52.97,45.535,-0.2046878,0.18764909999999999,-0.333946,2,NA,NA,5.163597664,0.724,39.4,Thailand,Southeast Asia,1,0,0
TJK,2010,27.9808,0.4787,0,0,59.18,66.47,-1.209445,-0.9184213,-1.291416,1.0999999999999996,3.5,3.5,0.7835193787000001,0.638,NA,Tajikistan,Central and West Asia,0,0,0
TKM,2010,19.7979,0.0062,0,0.4,35.05,70.405,-1.487252,-1.563445,-1.532135,1.5999999999999996,NA,NA,4.265948601,0.666,NA,Turkmenistan,Central and West Asia,0,0,0
TLS,2010,1.154,5e-4,0,0.04,NA,89.64,-1.167089,-1.224391,-0.7597026,0.9000000000000004,2,2.6,1.185623103,0.628,NA,Timor-Leste,Southeast Asia,0,1,1
TON,2010,0.4604,0,NA,NA,75.45,59.22,0.0694468,-0.31726040000000005,-0.3344129,NA,3.5,3.9,3.7690695140000003,0.699,NA,Tonga,Oceania,0,1,0
TUV,2010,0.022,0,NA,NA,NA,67.09,0.9992948,-0.4873576,-0.25652270000000005,NA,4,3.3,2.8206009229999998,NA,39.1,Tuvalu,Oceania,0,1,1
TWN,2010,NA,NA,0,0,43.32,34.59,1.013447,1.176049,0.7436285,NA,NA,NA,NA,NA,NA,"Taipei,China",East Asia,1,0,0
UZB,2010,122.0149,0.0311,0,0.34,37.27,57.485,-1.41596,-0.7137956999999999,-1.297584,1.5,3.5,3.4,2.131357731,0.669,NA,Uzbekistan,Central and West Asia,0,0,0
VNM,2010,6.1756,0.1928,0,0,58.22,42.21,-0.5913824000000001,-0.2591993,-0.6237419,2.7,4.5,4.2,1.6482618,0.661,39.3,Viet Nam,Southeast Asia,0,0,0
VUT,2010,0.2991,4e-4,NA,NA,75.45,70.35,0.2635953,-0.2723725,0.29232440000000004,NA,3.5,3.3,2.855868093,0.59,37.6,Vanuatu,Oceania,0,1,0
WSM,2010,0.5122,0,NA,NA,77.76,71.7,0.6666054,-0.0391048,0.1203972,3.5999999999999996,4,4,4.080918359,0.698,NA,Samoa,Oceania,0,1,0
AFG,2011,NA,NA,0,45,NA,44.625,-1.8965459999999998,-1.448444,-1.579174,0.3000000000000007,1.5,2.7,0.5119985148,0.477,NA,Afghanistan,South Asia,0,0,1
ARM,2011,NA,NA,0,0.84,55.705,52.6875,-0.4409416,-0.12899059999999998,-0.6568626999999999,3.4000000000000004,3.5,4,3.098742304,0.751,29.4,Armenia,Central and West Asia,0,0,0
AUS,2011,NA,NA,0,0,20.51,59.415,1.742514,1.695814,2.04471,8.4,NA,NA,54.108111060000006,0.932,NA,Australia,Oceania,1,0,0
AZE,2011,NA,NA,0,59.9192,51.21,52.8625,-0.8936627,-0.7651435999999999,-1.1788459999999998,2.3,NA,NA,5.152657444,0.727,NA,Azerbaijan,Central and West Asia,0,0,0
BGD,2011,NA,NA,0,42.649,65.77,30.7875,-0.7323930999999999,-0.7552108000000001,-1.087299,2,4,3.9,1.024021957,0.566,NA,Bangladesh,South Asia,0,0,1
