,Unnamed: 0,iso,country_name_x,mean_temperature,year,hdi_rank,hdi_value,A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,v2pepwrses,v2peapssoc,v2clsocgrp,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Rule of Law: Estimate,CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA quality of public administration rating (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),country_name_y,region,donor,sids,ldc
68,68,BRN,Brunei Darussalam,26.61,2012,47.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.49,,68.53,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34096.90756,13604563824.0,64.1,5.6,7.4,6.2,3.1,7.8,4.3,7.4,2.9,6.6,4.8,3.6,4.4,0.5458052,0.8434001,0.7930172,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
69,69,BRN,Brunei Darussalam,26.68,2013,47.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32924.99003,13315326918.0,63.2,5.6,7.4,6.2,2.8,7.8,4.6,7.4,2.6,6.9,4.5,8.4,4.1,0.6461149,0.8697968,0.5945292,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
70,70,BRN,Brunei Darussalam,26.51,2014,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,,,,,,,,,,,,,66.49,,94.62,,,,,,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31678.93731,12981331573.0,63.6,5.6,7.4,6.2,3.1,7.8,4.9,7.1,2.5,7.4,4.5,3.0,4.1,0.5313899999999999,1.086186,0.4724531,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
71,71,BRN,Brunei Darussalam,26.86,2015,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102733.0,58181.0,44552.0,414.91,215.83,199.09,24.76,26.96,22.38,43.37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31164.03625,12930394938.0,63.0,5.6,7.4,5.9,2.8,7.8,4.6,8.0,2.2,7.7,4.2,2.7,4.1,0.5727226,1.059632,0.4078772,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
72,72,BRN,Brunei Darussalam,27.15,2016,47.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.86,,83.9,,,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30038.73449,12609990391.0,62.0,5.3,7.4,5.9,3.0,7.8,4.3,8.3,2.0,7.9,3.9,2.4,3.8,0.5684821999999999,1.083784,0.5616808000000001,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
73,73,BRN,Brunei Darussalam,26.71,2017,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30101.5288,12777527045.0,61.6,5.1,7.4,5.9,3.5,7.8,4.6,8.3,1.8,7.7,3.7,2.2,3.6,0.7151719,1.146735,0.6497172,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
74,74,BRN,Brunei Darussalam,26.78,2018,47.0,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57,96.66,98.76,94.9,79.92,41.52,81.58,50.27,27.42,2.51,39.76,29.92,100.0,100.0,95.87,98.88,90.93,79.92,59.2,100.0,100.0,99.89,18.34,79.24,21.47,68.93,31.61,2.92,50.28,33.21,95.3,89.87,2.62,2.41,39.76,29.92,,,,,,,,,,,,,,,,,,,,,,,29802.78288,12784201743.0,59.8,4.8,7.4,5.6,3.8,7.8,4.7,8.0,1.7,7.4,3.4,1.9,3.3,0.7959560999999999,1.251249,0.6293485,125.0,115.0,115.0,135.0,135.0,,,,Brunei Darussalam,Southeast Asia,1,0,0
75,75,BRN,Brunei Darussalam,26.98,2019,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110641.0,62660.0,47981.0,433.29,224.98,208.31,25.54,27.85,23.03,43.37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30646.10925,13278836553.0,57.5,4.5,7.4,5.9,3.5,7.5,4.4,7.7,1.5,7.1,3.1,1.6,3.3,0.8022829,1.317982,0.6143432,118.0,106.0,106.0,130.0,130.0,,,,Brunei Darussalam,Southeast Asia,1,0,0
76,76,BRN,Brunei Darussalam,26.81,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111959.0,63407.0,48552.0,437.48,226.99,210.5,25.59,27.93,23.07,43.37,,,54.8,74.0,68.4,85.6,68.4,42.0,59.2,9.3,50.9,41.8,6.0,0.0,75.8,63.4,,94.3,79.7,68.4,1.2,100.0,100.0,,12.7,,34.4,,12.6,,,,,,,,6.0,0.0,65.0,42.5,42.5,58.8,34.4,,,5.5,44.0,75.7,89.4,55.8,35.1,54.8,11.1,0.0,9.5,74.0,,,,,30696.87715,13429361906.0,56.6,4.5,7.4,6.2,3.3,7.5,4.1,7.4,1.6,7.2,2.8,1.3,3.3,1.28122,1.438427,0.9311345,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
88,88,CHN,China,7.4,2010,85.0,0.699,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,15920000.0,15920060.0,0.0,0.0,849861.0,505758.0,344103.0,1391998.17,715068.26,676929.9,0.06,0.07,0.05,40.49,300986.0,35.42,49.0,,35.13,,,,,,40.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,1.391,-0.7929999999999999,43.7,5647.058752,7554100000000.0,83.0,5.8,7.2,8.0,4.3,9.0,5.9,8.3,7.0,9.0,8.8,6.6,3.1,-0.5617908,0.0885483,-0.4099019,,,,,,,,,People's Republic of China,East Asia,1,0,0
89,89,CHN,China,7.22,2011,85.0,0.707,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4490000.0,4489545.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,1.391,-0.7929999999999999,42.4,6152.686005,8275580000000.0,80.1,5.7,6.9,7.9,4.4,8.6,5.6,7.9,6.6,8.8,8.2,6.2,3.3,-0.5070884,0.0881574,-0.46481,,,,,,,,,People's Republic of China,East Asia,1,0,0
90,90,CHN,China,6.94,2012,85.0,0.716,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5731000.0,5730800.0,0.0,0.0,,,,,,,,,,,,,42.24,,18.93,,,,,,31.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,1.391,-0.7929999999999999,42.2,6591.650850999999,8926350000000.0,78.3,6.0,6.9,7.9,3.9,8.3,5.3,7.9,6.3,8.6,7.9,5.9,3.5,-0.4357484,0.0233264,-0.5428619,,,,,,,,,People's Republic of China,East Asia,1,0,0
91,91,CHN,China,7.56,2013,85.0,0.724,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5924000.0,5924143.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.171,1.391,-0.952,39.7,7056.410626999999,9619580000000.0,80.9,6.5,7.2,8.3,3.6,8.0,5.0,8.1,6.8,9.4,8.1,8.4,3.8,-0.3582174,0.0034887,-0.5246463,,,,,,,,,People's Republic of China,East Asia,1,0,0
92,92,CHN,China,7.55,2014,85.0,0.731,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3612000.0,3611522.0,0.0,0.0,,,,,,,,,,,,,43.0,,18.81,,,,,,65.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.118,39.2,7532.771995999999,10333900000000.0,79.0,6.2,7.2,8.6,3.9,7.7,4.8,7.9,6.5,9.1,7.7,5.9,3.5,-0.3400132,0.3225908,-0.414574,,,,,,,,,People's Republic of China,East Asia,1,0,0
93,93,CHN,China,7.8,2015,85.0,0.739,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3602000.0,3602368.0,0.0,0.0,978046.0,600136.0,377910.0,1430405.35,734273.99,696131.35,0.07,0.08,0.05,38.64,301052.0,30.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.148,38.6,8016.431434999999,11061600000000.0,76.5,5.9,7.2,8.3,3.4,7.4,4.6,8.0,6.2,9.2,7.4,5.6,3.2,-0.2820594999999999,0.4075750999999999,-0.4098733,,,,,,,,,People's Republic of China,East Asia,1,0,0
94,94,CHN,China,7.79,2016,85.0,0.746,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7434000.0,7434305.0,0.0,0.0,,,,,,,,,,,,,65.1,,23.81,,,,,,74.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.148,38.5,8516.513699,11819100000000.0,74.9,5.6,7.2,8.1,4.1,7.5,4.6,8.3,5.9,8.7,6.9,5.1,2.9,-0.2539508,0.3545940999999999,-0.3345477,,,,,,,,,People's Republic of China,East Asia,1,0,0
95,95,CHN,China,7.94,2017,85.0,0.75,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4473000.0,4473319.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.228,1.391,-1.148,,9053.212733,12640200000000.0,74.7,5.9,7.2,7.9,4.4,7.3,4.9,8.6,5.7,8.5,6.7,4.9,2.7,-0.27085,0.4137717000000001,-0.2667109,,,,,,,,,People's Republic of China,East Asia,1,0,0
96,96,CHN,China,7.58,2018,85.0,0.755,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3762000.0,3762370.0,0.0,0.0,,,,,,,,,,,,,50.74,31.72,14.39,68.24,38.02,63.42,72.57,70.41,68.62,57.08,80.2,34.64,25.85,1.05,12.44,66.82,69.66,38.02,89.28,67.65,83.05,72.21,29.46,71.81,21.89,90.52,50.3,63.24,45.59,99.0,99.89,61.84,60.12,54.05,80.2,34.64,,,,,,,,,,,,,,,,,,,-0.228,0.983,-1.4069999999999998,,9619.192484,13493400000000.0,72.4,5.9,7.2,7.6,4.1,7.0,4.9,8.6,5.4,8.5,6.2,4.6,2.4,-0.2679587,0.4792704,-0.2028825,45.17,5.0,94.0,4.0,37.0,,,,People's Republic of China,East Asia,1,0,0
97,97,CHN,China,7.85,2019,85.0,0.761,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4034000.0,4033553.0,220000.0,220000.0,1030871.0,632550.0,398321.0,1457557.56,747448.38,710109.19,0.07,0.08,0.06,38.64,322383.0,31.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.324,1.347,-1.646,,10155.41756,14296200000000.0,71.1,5.6,7.2,7.3,4.2,6.7,4.6,8.7,5.1,8.8,5.9,4.3,2.7,-0.2951185999999999,0.5170005999999999,-0.2746037,42.83,4.0,83.0,3.0,42.0,,,,People's Republic of China,East Asia,1,0,0
98,98,CHN,China,7.76,2020,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5074000.0,5074039.0,158000.0,158000.0,1039675.0,637952.0,401723.0,1439323.77,738247.34,701076.43,0.07,0.09,0.06,38.64,304041.0,29.24,37.3,41.8,27.1,59.4,37.6,34.4,19.0,18.0,46.3,58.6,9.4,49.5,33.0,23.4,,61.1,58.2,37.6,1.6,4.6,8.5,10.4,20.2,72.2,32.6,19.8,28.9,,,,,,,,9.4,49.5,20.3,51.8,51.8,57.6,34.3,56.1,43.7,3.3,38.7,39.3,88.9,57.2,38.0,35.7,77.3,27.7,75.8,41.5,-0.187,1.347,-1.646,,10370.35929,14631800000000.0,69.9,5.8,7.2,7.4,3.9,6.4,4.3,8.8,4.8,9.3,5.6,4.0,2.4,-0.0658865,0.6479592,-0.0595886999999999,,,,,,,,,People's Republic of China,East Asia,1,0,0
143,143,IND,India,25.41,2010,131.0,0.579,,,,,,,,,,,,,,,,,,,,,,,650000.0,650000.0,107000.0,106500.0,1411000.0,1411285.0,0.0,0.0,5439758.0,2789748.0,2650010.0,1234281.17,642164.18,592116.98,0.44,0.43,0.45,48.72,188567.0,3.47,48.3,,37.315,,,,,,60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494,0.063,0.741,,1244.366016,1535900000000.0,79.2,7.6,6.2,7.8,5.1,8.7,6.5,5.8,7.2,6.1,8.1,5.2,4.9,-0.4682386999999999,0.0258973,-0.0373795,,,,,,3.5,3.5,3.5,India,South Asia,1,0,0
144,144,IND,India,24.82,2011,131.0,0.588,,,,,,,,,,,,,,,,,,,,,,,650000.0,650000.0,53000.0,53000.0,1503000.0,1503320.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.494,0.063,0.741,35.7,1292.821206,1616400000000.0,79.3,7.8,6.8,8.2,5.4,8.5,6.2,5.8,7.2,5.9,8.0,5.0,4.5,-0.5362576,0.0059228,-0.0906831,,,,,,3.5,3.5,3.5,India,South Asia,1,0,0
145,145,IND,India,24.77,2012,131.0,0.597,,,,,,,,,,,,,,,,,,,,,,,1000000.0,1000000.0,500000.0,500000.0,9110000.0,9110000.0,0.0,0.0,,,,,,,,,,,,,36.23,,21.335,,,,,,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514,0.063,0.741,,1346.67591,1704600000000.0,78.0,7.5,6.8,7.9,5.5,8.4,5.9,5.5,6.9,5.8,7.3,5.5,5.0,-0.5132697,-0.1710446,-0.0719577,,,,,,3.5,3.5,4.0,India,South Asia,1,0,0
146,146,IND,India,24.64,2013,131.0,0.604,,,,,,,,,,,,,,,,,,,,,,,526000.0,526000.0,64000.0,64000.0,2145000.0,2144671.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514,0.063,0.8170000000000001,,1415.828722,1813450000000.0,77.5,7.8,6.8,8.2,5.4,8.1,5.4,5.2,6.7,5.9,7.5,8.4,5.2,-0.5172880999999999,-0.1717331,-0.0573845,,,,,,3.5,3.5,4.0,India,South Asia,1,0,0
147,147,IND,India,24.77,2014,131.0,0.616,,,,,,,,,,,,,,,,,,,,,,,854000.0,853900.0,345000.0,345000.0,3428000.0,3427618.0,0.0,0.0,,,,,,,,,,,,,31.23,,23.24,,,,,,35.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.248,0.063,0.772,,1503.421507,1947830000000.0,76.9,7.9,6.8,7.8,5.7,7.8,5.2,5.3,7.0,5.6,7.7,5.1,5.0,-0.4279765,-0.2060476,-0.0633363,,,,,,,,,India,South Asia,1,0,0
