,Unnamed: 0,iso,country_name_x,mean_temperature,year,hdi_rank,hdi_value,A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,v2pepwrses,v2peapssoc,v2clsocgrp,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Rule of Law: Estimate,CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA quality of public administration rating (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),country_name_y,region,donor,sids,ldc
66,66,BRN,Brunei Darussalam,26.49,2010,47.0,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100587.0,56723.0,43864.0,388.65,200.72,187.92,25.88,28.26,23.34,43.61,0.0,0.0,60.8,,63.91,,,,,,25.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33437.12173,12994802365.0,67.6,5.9,7.4,6.6,3.7,7.8,3.8,7.7,3.5,6.9,5.4,4.2,4.7,0.8633850000000001,0.9017023,0.7792174,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
67,67,BRN,Brunei Darussalam,26.38,2011,47.0,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34244.2069,13481499083.0,65.8,5.6,7.4,6.2,3.4,7.8,4.1,7.7,3.2,6.7,5.1,3.9,4.7,0.8616439,0.8969321,0.8499598,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
68,68,BRN,Brunei Darussalam,26.61,2012,47.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.49,,68.53,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34096.90756,13604563824.0,64.1,5.6,7.4,6.2,3.1,7.8,4.3,7.4,2.9,6.6,4.8,3.6,4.4,0.5458052,0.8434001,0.7930172,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
69,69,BRN,Brunei Darussalam,26.68,2013,47.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32924.99003,13315326918.0,63.2,5.6,7.4,6.2,2.8,7.8,4.6,7.4,2.6,6.9,4.5,8.4,4.1,0.6461149,0.8697968,0.5945292,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
70,70,BRN,Brunei Darussalam,26.51,2014,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,51.0,51.0,0.0,0.0,,,,,,,,,,,,,66.49,,94.62,,,,,,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31678.93731,12981331573.0,63.6,5.6,7.4,6.2,3.1,7.8,4.9,7.1,2.5,7.4,4.5,3.0,4.1,0.5313899999999999,1.086186,0.4724531,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
71,71,BRN,Brunei Darussalam,26.86,2015,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102733.0,58181.0,44552.0,414.91,215.83,199.09,24.76,26.96,22.38,43.37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31164.03625,12930394938.0,63.0,5.6,7.4,5.9,2.8,7.8,4.6,8.0,2.2,7.7,4.2,2.7,4.1,0.5727226,1.059632,0.4078772,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
72,72,BRN,Brunei Darussalam,27.15,2016,47.0,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.86,,83.9,,,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30038.73449,12609990391.0,62.0,5.3,7.4,5.9,3.0,7.8,4.3,8.3,2.0,7.9,3.9,2.4,3.8,0.5684821999999999,1.083784,0.5616808000000001,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
73,73,BRN,Brunei Darussalam,26.71,2017,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30101.5288,12777527045.0,61.6,5.1,7.4,5.9,3.5,7.8,4.6,8.3,1.8,7.7,3.7,2.2,3.6,0.7151719,1.146735,0.6497172,,,,,,,,,Brunei Darussalam,Southeast Asia,1,0,0
74,74,BRN,Brunei Darussalam,26.78,2018,47.0,0.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57,96.66,98.76,94.9,79.92,41.52,81.58,50.27,27.42,2.51,39.76,29.92,100.0,100.0,95.87,98.88,90.93,79.92,59.2,100.0,100.0,99.89,18.34,79.24,21.47,68.93,31.61,2.92,50.28,33.21,95.3,89.87,2.62,2.41,39.76,29.92,,,,,,,,,,,,,,,,,,,,,,,29802.78288,12784201743.0,59.8,4.8,7.4,5.6,3.8,7.8,4.7,8.0,1.7,7.4,3.4,1.9,3.3,0.7959560999999999,1.251249,0.6293485,125.0,115.0,115.0,135.0,135.0,,,,Brunei Darussalam,Southeast Asia,1,0,0
75,75,BRN,Brunei Darussalam,26.98,2019,47.0,0.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110641.0,62660.0,47981.0,433.29,224.98,208.31,25.54,27.85,23.03,43.37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30646.10925,13278836553.0,57.5,4.5,7.4,5.9,3.5,7.5,4.4,7.7,1.5,7.1,3.1,1.6,3.3,0.8022829,1.317982,0.6143432,118.0,106.0,106.0,130.0,130.0,,,,Brunei Darussalam,Southeast Asia,1,0,0
