,Unnamed: 0,iso,country_name_x,mean_temperature,year,hdi_rank,hdi_value,A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,v2pepwrses,v2peapssoc,v2clsocgrp,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Rule of Law: Estimate,CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA quality of public administration rating (1=low to 6=high),CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),country_name_y,region,donor,sids,ldc
98,98,CHN,China,7.76,2020,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5074000.0,5074039.0,158000.0,158000.0,1039675.0,637952.0,401723.0,1439323.77,738247.34,701076.43,0.07,0.09,0.06,38.64,304041.0,29.24,37.3,41.8,27.1,59.4,37.6,34.4,19.0,18.0,46.3,58.6,9.4,49.5,33.0,23.4,,61.1,58.2,37.6,1.6,4.6,8.5,10.4,20.2,72.2,32.6,19.8,28.9,,,,,,,,9.4,49.5,20.3,51.8,51.8,57.6,34.3,56.1,43.7,3.3,38.7,39.3,88.9,57.2,38.0,35.7,77.3,27.7,75.8,41.5,-0.187,1.347,-1.646,,10370.35929,14631800000000.0,69.9,5.8,7.2,7.4,3.9,6.4,4.3,8.8,4.8,9.3,5.6,4.0,2.4,-0.0658865,0.6479592,-0.0595886999999999,,,,,,,,,People's Republic of China,East Asia,1,0,0
165,165,JPN,Japan,11.66,2010,19.0,0.887,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,85000.0,85000.0,0.0,0.0,2134151.0,972481.0,1161670.0,128542.35,62874.51,65667.84,1.66,1.55,1.77,54.43,2586.0,0.12,72.5,,60.86,,,,,,48.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.384,32.1,32942.20208,4218910000000.0,31.3,2.1,2.2,3.6,3.5,2.6,2.1,1.8,1.3,3.2,4.0,1.2,3.7,1.560917,1.527408,1.326391,,,,,,,,,Japan,East Asia,1,0,0
166,166,JPN,Japan,11.22,2011,19.0,0.892,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,892000.0,892000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.384,,33011.13423,4219910000000.0,31.0,2.0,2.6,3.9,3.5,2.3,1.8,2.0,1.7,3.0,3.6,1.1,3.5,1.561326,1.4725469999999998,1.311966,,,,,,,,,Japan,East Asia,1,0,0
167,167,JPN,Japan,11.02,2012,19.0,0.897,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,308000.0,308080.0,0.0,0.0,,,,,,,,,,,,,63.36,,79.79,,,,,,30.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.384,,33518.44494,4277930000000.0,43.5,2.0,2.6,3.8,4.0,2.0,2.1,2.5,5.0,3.2,8.3,4.0,4.0,1.626548,1.415494,1.357793,,,,,,,,,Japan,East Asia,1,0,0
168,168,JPN,Japan,11.41,2013,19.0,0.902,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,639000.0,638987.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,32.9,34239.88625,4363700000000.0,36.1,1.7,2.6,3.8,3.7,1.8,2.0,2.2,2.5,3.0,5.4,8.4,3.7,1.655598,1.618248,1.44361,,,,,,,,,Japan,East Asia,1,0,0
169,169,JPN,Japan,11.18,2014,19.0,0.906,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,707000.0,707470.0,0.0,0.0,,,,,,,,,,,,,72.35,,84.79,,,,,,43.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,,34386.90586,4376630000000.0,36.3,1.9,2.6,4.1,3.6,2.1,2.3,2.0,2.4,3.3,4.7,3.4,3.9,1.694852,1.812477,1.601478,,,,,,,,,Japan,East Asia,1,0,0
170,170,JPN,Japan,11.7,2015,19.0,0.908,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,486000.0,486114.0,0.0,0.0,2232189.0,1050070.0,1182119.0,127985.13,62536.75,65448.39,1.74,1.68,1.81,52.96,16305.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,,34960.63938,4444930000000.0,36.0,1.4,2.6,4.2,4.6,1.9,2.6,1.7,2.1,3.4,4.8,3.1,3.6,1.5697,1.784168,1.518585,,,,,,,,,Japan,East Asia,1,0,0
171,171,JPN,Japan,11.78,2016,19.0,0.912,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,864000.0,863583.0,0.0,0.0,,,,,,,,,,,,,80.59,,77.63,,,,,,59.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,,35264.81336,4478440000000.0,35.1,1.3,2.6,3.9,4.3,1.8,2.9,1.4,1.8,3.2,4.5,3.4,4.0,1.524966,1.821532,1.421093,,,,,,,,,Japan,East Asia,1,0,0
172,172,JPN,Japan,11.17,2017,19.0,0.915,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,21000.0,20796.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,,35914.64127,4553470000000.0,37.4,1.6,2.6,3.7,4.1,1.6,3.2,1.2,2.2,3.0,6.0,4.4,3.8,1.5255379999999998,1.619905,1.57062,,,,,,,,,Japan,East Asia,1,0,0
173,173,JPN,Japan,11.73,2018,19.0,0.917,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,146000.0,145997.0,0.0,0.0,,,,,,,,,,,,,74.69,92.99,90.78,96.6,100.0,62.48,90.34,36.79,45.08,72.34,94.06,45.41,100.0,82.76,86.49,100.0,93.21,100.0,97.6,100.0,100.0,99.19,41.63,68.18,37.89,20.15,53.42,24.43,16.8,98.94,98.86,95.4,62.89,81.78,94.06,45.41,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,,36188.62003,4578910000000.0,34.5,1.9,2.6,3.4,3.8,1.3,3.5,0.9,1.9,3.1,4.5,4.1,3.5,1.425326,1.6746009999999998,1.53421,5.5,2.0,2.0,3.0,12.0,,,,Japan,East Asia,1,0,0
174,174,JPN,Japan,11.91,2019,19.0,0.919,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,265000.0,264567.0,88000.0,88000.0,2498891.0,1208168.0,1290723.0,126860.3,61950.31,64909.99,1.97,1.95,1.99,51.65,33395.0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.3040000000000003,,36362.35732,4591290000000.0,34.3,1.6,2.6,3.1,3.5,1.4,3.3,0.9,1.6,3.2,6.2,3.8,3.2,1.4672,1.586322,1.538249,14.5,9.0,20.0,2.0,18.0,,,,Japan,East Asia,1,0,0
175,175,JPN,Japan,11.96,2020,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,186000.0,185868.0,61000.0,61000.0,2770996.0,1347156.0,1423840.0,126476.46,61753.05,64723.41,2.19,2.18,2.2,51.38,30588.0,1.1,75.1,90.3,85.9,95.0,100.0,65.1,76.6,35.2,69.5,77.7,75.3,55.9,100.0,78.0,,100.0,91.6,100.0,71.5,100.0,100.0,69.1,28.3,68.6,42.9,1.1,93.5,,,,,,,,75.3,55.9,60.2,86.5,86.5,56.9,41.7,19.6,41.0,7.0,57.6,100.0,87.6,100.0,100.0,65.1,36.2,23.0,56.4,99.0,1.406,2.721,2.3040000000000003,,34813.21561,4380760000000.0,32.3,1.9,2.6,2.8,3.3,1.4,3.1,0.6,1.3,3.2,5.7,3.5,2.9,1.49587,1.596166,1.5251370000000002,,,,,,,,,Japan,East Asia,1,0,0
187,187,KOR,"Korea, Republic of",11.16,2010,23.0,0.889,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919987.0,525395.0,394592.0,49545.64,24824.63,24721.01,1.86,2.12,1.6,42.89,1070.0,0.12,57.0,,53.545,,,,,,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696,2.849,1.857,32.0,25451.00416,1261200000000.0,41.3,1.5,3.6,3.9,2.8,2.5,4.8,3.9,2.3,2.8,3.6,3.3,6.3,0.4696376,1.204439,1.003899,,,,,,,,,Republic of Korea,East Asia,1,0,0
188,188,KOR,"Korea, Republic of",10.83,2011,23.0,0.895,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5500.0,5540.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696,2.849,1.857,,26186.89754,1307690000000.0,38.8,1.7,3.6,3.7,2.2,2.3,4.5,3.7,2.2,2.6,3.3,3.0,6.0,0.5283376999999999,1.252658,1.025932,,,,,,,,,Republic of Korea,East Asia,1,0,0
189,189,KOR,"Korea, Republic of",10.83,2012,23.0,0.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,,71.36,,,,,,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696,2.849,1.857,31.6,26675.44017,1339100000000.0,37.6,2.0,3.6,3.4,2.3,2.6,4.2,3.2,2.2,2.8,3.0,2.5,5.7,0.534928,1.1991969999999998,0.9841591,,,,,,,,,Republic of Korea,East Asia,1,0,0
190,190,KOR,"Korea, Republic of",11.42,2013,23.0,0.901,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4200.0,4233.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,2.849,1.14,,27394.65031,1381480000000.0,35.4,2.1,3.6,3.1,2.0,2.9,3.9,2.9,1.9,2.6,3.0,8.4,5.4,0.614478,1.125629,0.9537362,,,,,,,,,Republic of Korea,East Asia,1,0,0
191,191,KOR,"Korea, Republic of",11.57,2014,23.0,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79,,62.24,,,,,,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,2.849,1.5619999999999998,31.2,28094.9177,1425720000000.0,36.4,2.4,3.6,3.1,2.3,3.2,3.6,2.8,2.1,2.9,2.9,1.8,5.7,0.5477043,1.164612,0.9934545,,,,,,,,,Republic of Korea,East Asia,1,0,0
192,192,KOR,"Korea, Republic of",11.84,2015,23.0,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143087.0,641400.0,501687.0,50823.09,25466.02,25357.06,2.25,2.52,1.98,43.89,6905.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502,2.849,1.5619999999999998,,28732.23108,1465770000000.0,36.3,2.1,3.8,3.4,2.0,3.5,3.5,3.3,2.4,2.6,2.8,1.5,5.4,0.3738367,1.012077,0.9322705,,,,,,,,,Republic of Korea,East Asia,1,0,0
193,193,KOR,"Korea, Republic of",12.09,2016,23.0,0.91,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7500.0,7482.0,0.0,0.0,,,,,,,,,,,,,70.61,,45.51,,,,,,62.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502,2.849,1.5619999999999998,31.4,29461.784010000003,1508970000000.0,36.1,1.8,3.8,3.1,2.1,3.2,3.6,3.4,2.1,2.9,3.3,1.7,5.1,0.4569813,1.063653,1.160903,,,,,,,,,Republic of Korea,East Asia,1,0,0
194,194,KOR,"Korea, Republic of",11.74,2017,23.0,0.912,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4300.0,4333.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748,2.849,2.079,,30307.39524,1556650000000.0,38.1,2.1,4.3,2.9,2.0,3.0,3.9,4.4,1.9,2.9,3.1,2.0,5.6,0.4832031,1.075108,1.167174,,,,,,,,,Republic of Korea,East Asia,1,0,0
195,195,KOR,"Korea, Republic of",11.62,2018,23.0,0.914,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1100.0,1084.0,0.0,0.0,,,,,,,,,,,,,62.3,73.3,61.19,96.52,91.48,54.96,46.66,67.1,46.75,77.91,98.22,49.71,100.0,30.21,40.43,100.0,93.05,91.48,87.48,20.32,20.32,54.37,23.29,78.33,24.64,92.34,41.87,32.4,26.79,99.02,49.57,58.11,84.52,71.29,98.22,49.71,,,,,,,,,,,,,,,,,,,0.65,2.849,2.079,,31040.65545,1601900000000.0,35.7,2.4,3.9,2.6,2.0,2.7,3.7,3.9,1.6,3.2,2.6,1.9,5.3,0.6063476,1.181159,1.236651,,,,,,,,,Republic of Korea,East Asia,1,0,0
196,196,KOR,"Korea, Republic of",12.2,2019,23.0,0.916,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5600.0,5647.0,1700.0,1700.0,1163655.0,652746.0,510909.0,51225.31,25649.46,25575.86,2.27,2.54,2.0,43.91,11727.0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.148,2.849,2.079,,31674.31152,1637850000000.0,33.7,2.1,3.9,2.7,1.9,2.4,3.7,3.6,1.3,3.2,2.3,1.6,5.0,0.7374385,1.376088,1.1942780000000002,64.0,52.0,81.0,24.0,73.0,,,,Republic of Korea,East Asia,1,0,0
197,197,KOR,"Korea, Republic of",11.87,2020,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,19000.0,19021.0,300.0,300.0,1728182.0,958365.0,769817.0,51269.18,25665.85,25603.33,3.37,3.73,3.01,44.54,28792.0,1.67,66.5,81.4,71.7,90.7,89.4,56.6,62.6,12.6,62.6,100.0,76.8,51.7,100.0,53.8,,100.0,84.4,89.4,17.2,88.2,88.2,90.1,16.0,78.6,32.8,23.0,11.6,,,,,,,,76.8,51.7,41.7,96.7,96.7,54.2,32.2,11.3,42.1,1.5,45.5,100.0,100.0,81.5,100.0,36.5,44.8,15.9,100.0,100.0,1.148,2.849,2.079,,31361.08387,1623900000000.0,32.0,2.4,3.9,2.4,1.7,2.1,3.6,3.3,1.2,3.1,2.0,1.6,4.7,0.7280666,1.415869,1.183163,,,,,,,,,Republic of Korea,East Asia,1,0,0
253,253,MNG,Mongolia,-0.42,2010,99.0,0.696,4.0,3.5,4.0,3.8,4.5,3.5,4.5,4.2,4.0,4.0,4.0,4.0,3.0,3.8,4.0,4.0,4.5,3.5,3.5,3.9,3.0,3.9,,,,,,,,,16062.0,11880.0,4182.0,2719.9,1348.96,1370.94,0.59,0.88,0.31,26.04,13.0,0.08,42.8,,28.735,,,,,,36.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.163,0.775,2.2,33.1,2629.648326,7152385742.0,60.1,4.8,5.3,4.3,5.7,5.9,2.3,6.2,5.3,6.4,5.6,1.4,6.9,-0.7353915,-0.572001,-0.3602034,,,,,,3.0,3.5,3.0,Mongolia,East Asia,0,0,0
254,254,MNG,Mongolia,0.04,2011,99.0,0.71,4.0,3.5,4.0,3.8,4.5,3.5,4.5,4.2,4.0,4.0,4.0,4.0,3.0,3.8,4.0,4.0,4.5,3.5,3.5,3.9,3.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.163,0.775,2.2,33.9,3028.16166,8389088853.0,59.6,5.0,5.5,4.0,5.3,6.2,1.9,5.9,5.6,6.0,5.5,1.6,7.1,-0.6920758,-0.5857348000000001,-0.2670228,,,,,,3.5,3.5,3.0,Mongolia,East Asia,0,0,0
255,255,MNG,Mongolia,-0.62,2012,99.0,0.718,4.0,3.5,4.0,3.8,4.5,3.5,4.5,4.2,4.0,4.0,4.0,4.0,3.0,3.8,4.0,4.0,4.5,4.0,3.5,4.0,3.5,4.0,,,,,,,,,,,,,,,,,,,,,45.37,,32.47,,,,,,19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.163,0.775,2.2,33.8,3335.793592,9422609487.0,58.7,4.7,5.5,3.7,5.2,6.0,2.2,5.6,5.6,5.7,5.8,1.9,6.8,-0.535103,-0.6362302,-0.3754402,,,,,,3.5,3.5,3.5,Mongolia,East Asia,0,0,0
256,256,MNG,Mongolia,1.0,2013,99.0,0.727,3.5,3.5,4.0,3.7,4.5,3.5,4.5,4.2,4.5,4.0,4.5,4.5,3.0,4.1,4.0,4.0,4.5,4.0,4.0,4.1,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,0.775,2.2,,3650.601509000001,10520241369.0,57.8,4.4,5.5,3.7,4.7,6.3,2.5,5.3,5.7,5.4,5.5,8.4,6.5,-0.4790803,-0.5487576999999999,-0.3714384,,,,,,3.5,3.5,3.5,Mongolia,East Asia,0,0,0
