iso,country_name,year,value.Control of Corruption: Estimate,value.Government Effectiveness: Estimate,value.Political Stability and Absence of Violence/Terrorism: Estimate,value.Regulatory Quality: Estimate,value.Rule of Law: Estimate,value.Voice and Accountability: Estimate,mean_temperature,conflict_stock_displacement,conflict_stock_displacement_raw,conflict_new_displacements,conflict_new_displacements_raw,disaster_new_displacements,disaster_new_displacements_raw,disaster_stock_displacement,disaster_stock_displacementr_raw,hdi_rank,hdi_value,EPI,HLT,AIR,H2O,HMT,ECO,BDH,FSH,CCH,APE,WRS,AGR,HAD,PMD,PMW,USD,UWD,PBD,MPA,TBN,TBG,SPI,PAR,SHI,TCL,FSS,RMS,DCT,DPT,DMT,DNT,DBT,DST,DXT,WWT,SNM,OZD,WMG,MSW,BHV,ECS,GRL,WTL,FGT,CDA,CHA,FGA,NDA,BCA,LCB,GIB,GHP,SDA,NXA,ims_both_sex,ims_male,ims_female,totalpop_both_in_thou,totalpop_male_in_though,totalpop_female_in_thou,ims_percent_totalpop_both_sex,ims_percent_totalpop_male,ims_percent_totalpop_female,female_migrants_perc_ims,estimated_refugee_stock_incl_asylum_seekers_both_sexes,refugees_asylum_seekers_perc_ims,v2pepwrses,v2peapssoc,v2clsocgrp,fsi_total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),CRI score,Fatalities (Rank),Fatalities per 100 000 inhabitants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in % (Rank),A1,A2,A3,A_avg,B4,B5,B6,B_avg,C7,C8,C9,C10,C11,C_avg,D12,D13,D14,D15,D16,D_avg,portfolio,overall_rating
AFG,Afghanistan,2012,-1.419741,-1.360196,-2.418561,-1.193118,-1.6430810000000002,-1.2674299999999998,13.24,492000.0,492000.0,100000.0,100400.0,30000.0,29519.0,0.0,0.0,169.0,0.489,,,35.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252,-0.46,-0.147,106.0,9.7,9.4,9.4,7.7,8.1,7.4,9.5,8.5,8.5,8.9,9.0,10.0,,557.9496921,17386481261.0,,,,,,3.5,3.5,3.5,3.5,3.5,2.0,3.0,2.8,2.0,3.5,3.5,3.0,2.5,2.9,1.5,4.0,3.5,3.0,2.5,2.9,3.5,3.0
ARM,Armenia,2012,-0.5878049,-0.042368800000000005,0.15479500000000002,0.349337,-0.4178914000000001,-0.5704914000000001,7.54,8400.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.756,47.48,,40.065,,,,,,61.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.649,1.365,1.783,72.2,5.2,7.0,5.7,5.6,5.9,6.3,6.8,4.7,6.8,5.2,6.8,6.1,29.6,3312.980008,9555426146.0,,,,,,4.0,5.0,5.0,4.7,5.0,4.5,4.5,4.7,4.5,5.0,5.0,5.0,4.0,4.7,3.5,4.5,4.5,4.5,3.0,4.0,3.0,4.5
AUS,Australia,2012,1.9852490000000005,1.62129,0.9979972,1.786468,1.7668580000000005,1.49919,21.83,0.0,0.0,0.0,0.0,16000.0,16000.0,0.0,0.0,8.0,0.937,56.61,,55.415,,,,,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.908,2.964,1.536,29.2,2.0,1.6,3.9,2.6,3.6,1.4,1.3,2.1,2.2,4.4,3.0,1.1,,55254.60621000001,1256130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,2012,-1.1268049999999998,-0.7827144,-0.7157518,-0.4555908,-0.8344684000000001,-1.299482,13.36,600000.0,600336.0,0.0,0.0,36000.0,36000.0,0.0,0.0,88.0,0.73,43.11,,45.63,,,,,,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6569999999999998,0.517,1.408,79.8,6.7,7.8,7.2,5.2,6.6,5.1,8.0,5.4,7.3,5.6,7.6,7.2,,5194.7383770000015,48289165893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,2012,-0.8498091999999998,-0.804239,-1.379089,-0.951405,-0.9292567,-0.4019407,25.2,426000.0,426490.0,5000.0,5000.0,651000.0,650788.0,0.0,0.0,133.0,0.575,42.55,,38.695,,,,,,60.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4240000000000002,-1.042,-0.765,92.2,7.6,8.9,8.9,7.4,8.1,7.8,8.2,7.8,6.8,8.0,6.8,5.9,,1078.287546,162828000000.0,,,,,,4.5,4.0,4.5,4.3,3.0,4.0,3.0,3.3,4.5,4.5,4.5,4.0,4.0,4.3,4.0,4.0,4.0,3.5,4.0,3.9,3.0,4.0
BTN,Bhutan,2012,0.9395218,0.5124978,0.7763095,-1.086905,0.2363021,-0.28092009999999995,11.76,,,,,,,,,129.0,0.597,,,56.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.167,2.126,1.041,82.4,5.9,7.5,7.6,6.6,7.8,6.5,6.3,6.6,7.3,6.7,6.6,7.0,38.8,2479.151723,1739328224.0,,,,,,4.5,4.5,4.5,4.5,4.0,3.5,3.5,3.7,4.5,4.5,5.0,4.5,5.5,4.8,4.5,4.5,5.0,5.5,4.5,4.8,3.5,4.4
BRN,Brunei Darussalam,2012,0.5458052,0.8434001,0.9093272,1.151749,0.7930172,-0.5063741,26.61,,,,,,,,,47.0,0.839,62.49,,68.53,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1,5.6,7.4,6.2,3.1,7.8,4.3,7.4,2.9,6.6,4.8,3.6,4.4,,34096.90756,13604563824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,Cambodia,2012,-1.070025,-0.8159052,-0.1035772,-0.34139709999999995,-0.9796243,-0.9614798,27.8,,,,,,,,,144.0,0.552,55.29,,53.17,,,,,,73.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.474,0.119,-0.509,88.7,6.5,8.0,7.3,6.9,7.1,7.7,8.2,8.3,7.7,7.5,5.9,7.7,,992.5498342,14670337168.0,,,,,,4.5,4.5,5.0,4.7,4.5,4.5,3.5,4.2,4.5,4.5,4.5,3.5,3.5,4.1,3.5,4.5,4.0,4.0,4.0,4.0,3.0,4.2
COK,Cook Islands,2012,-0.218857,-0.9988776,,-1.139807,-0.9360893,-0.4767389,23.97,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSM,"Micronesia, Federated States of",2012,-0.14814470000000002,-0.6433704,1.15087,-0.9492707,-0.0155272,0.9777064,26.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.605,,,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,5.4,5.6,4.2,7.0,7.5,8.1,6.3,6.6,2.8,6.8,3.4,8.2,,3076.165405,321477741.9,,,,,,2.5,2.5,2.5,2.5,4.0,3.5,2.5,3.3,3.0,2.5,2.5,2.0,3.0,2.6,3.0,3.0,3.0,2.0,3.0,2.8,3.5,2.8
FJI,Fiji,2012,-0.1102152,-0.8380788,-0.06777480000000001,-0.5786811,-0.7911764,-0.978678,24.12,0.0,0.0,0.0,0.0,27000.0,27062.0,0.0,0.0,93.0,0.722,,,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.725,-0.49,0.851,80.5,7.0,7.9,7.6,7.0,7.7,7.3,8.8,5.2,7.0,5.1,3.3,6.6,,4683.226283,4051295145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,Georgia,2012,0.4010559,0.6057203,-0.680454,0.6936821,-0.0145602,0.0215808,7.94,280000.0,279778.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.767,56.84,,56.275,,,,,,66.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493,1.319,1.4980000000000002,84.8,7.6,9.1,8.3,6.3,6.6,5.2,8.5,5.7,6.7,5.5,7.2,8.2,39.0,3597.203764,13413519588.0,,,,,,4.5,4.5,5.0,4.7,5.5,3.5,5.5,4.8,4.5,4.5,4.5,4.5,3.0,4.2,4.0,5.0,5.5,4.5,4.0,4.6,3.5,4.6
HKG,Hong Kong,2012,1.740234,1.834511,1.006289,1.948253,1.580348,0.6397095,,,,,,,,,,4.0,0.914,,,32.38,,,,,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,1.725,1.3969999999999998,,,,,,,,,,,,,,,39887.57824,285200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,India,2012,-0.5132697,-0.17104460000000002,-1.28931,-0.4727815,-0.0719577,0.3994542,24.77,1000000.0,1000000.0,500000.0,500000.0,9110000.0,9110000.0,0.0,0.0,131.0,0.597,36.23,,21.335,,,,,,51.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514,0.063,0.741,78.0,7.5,6.8,7.9,5.5,8.4,5.9,5.5,6.9,5.8,7.3,5.5,5.0,,1346.67591,1704600000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,Indonesia,2012,-0.6397946999999999,-0.27300100000000005,-0.5932628000000001,-0.2787625,-0.5756522,0.06761260000000001,26.18,170000.0,170000.0,5000.0,5000.0,104000.0,103831.0,0.0,0.0,101.0,0.681,52.29,,46.625,,,,,,48.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.13,0.7659999999999999,80.6,7.1,7.0,7.1,6.0,7.2,6.6,6.7,6.2,6.8,7.4,6.3,6.2,39.7,2980.61011,740538000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,Japan,2012,1.626548,1.415494,0.9484429,1.143813,1.357793,1.101295,11.02,0.0,0.0,0.0,0.0,308000.0,308080.0,0.0,0.0,19.0,0.897,63.36,,79.78999999999998,,,,,,30.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.406,2.721,2.384,43.5,2.0,2.6,3.8,4.0,2.0,2.1,2.5,5.0,3.2,8.3,4.0,4.0,,33518.44494,4277930000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,2012,-0.9190874,-0.4403299,-0.408455,-0.3750818,-0.6845781999999999,-1.176721,6.66,0.0,0.0,0.0,0.0,5100.0,5113.0,0.0,0.0,51.0,0.782,32.94,,32.645,,,,,,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.06,1.86,1.336,70.9,6.3,7.7,6.5,6.5,5.6,3.5,7.5,5.4,7.1,5.6,3.5,5.6,28.2,9823.693897,164960000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIR,Kiribati,2012,0.0063897,-0.7959709,1.290351,-1.32738,0.1416606,0.7746086999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.134127,149767737.6,,,,,,3.0,3.0,3.5,3.2,3.0,3.0,2.5,2.8,3.5,3.0,3.0,3.0,3.0,3.1,3.0,2.0,3.0,3.0,3.0,2.8,3.5,3.0
KGZ,Kyrgyzstan,2012,-1.149493,-0.649578,-0.9112514000000002,-0.3320781,-1.129424,-0.6110972,1.6,164000.0,164000.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.674,46.33,,43.42,,,,,,61.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,1.5319999999999998,0.685,87.4,7.4,8.3,8.4,7.9,7.3,6.7,8.7,5.4,7.8,6.5,5.3,7.6,27.4,993.7374233,5572084480.0,,,,,,4.5,4.0,4.5,4.3,5.0,3.5,4.0,4.2,4.5,4.0,4.5,5.0,4.0,4.4,3.5,3.5,4.0,4.0,4.0,3.8,3.0,4.2
LAO,Lao People's Democratic Republic,2012,-1.019289,-0.8377884,0.033739,-0.81996,-0.8515941999999999,-1.643571,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.575,,,39.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,-0.624,-0.865,85.5,6.9,8.6,6.3,6.7,5.8,7.1,8.3,7.4,8.2,7.8,5.5,6.9,36.0,1795.1376309999996,11568812929.0,,,,,,4.5,4.0,4.0,4.2,4.5,3.5,3.5,3.8,4.5,4.5,4.5,3.5,4.0,4.2,4.0,4.0,4.0,4.5,3.5,4.0,3.5,4.1
MYS,Malaysia,2012,0.2374538,0.9197366,-0.0052124,0.5704836999999999,0.4650094,-0.34653920000000005,25.77,0.0,0.0,0.0,0.0,22000.0,22000.0,0.0,0.0,62.0,0.781,62.51,,69.395,,,,,,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,0.607,-0.035,68.5,6.3,6.8,6.4,4.6,6.4,4.4,6.5,4.8,7.4,5.7,4.5,4.7,,8888.702522,258378000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,2012,-0.7027920999999999,-0.2152527,-0.3651715,-0.3797219,-0.5417812,-0.4686553,27.73,,,,,,,,,95.0,0.704,,,33.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828,2.221,1.025,75.1,5.7,7.6,4.9,6.4,4.7,6.5,7.9,6.6,7.5,5.7,5.6,6.1,,8732.629170999999,3468871018.0,,,,,,4.0,3.5,3.0,3.5,4.0,3.0,4.0,3.7,4.0,4.5,4.5,4.0,4.0,4.2,4.0,3.0,4.0,4.0,3.0,3.6,2.5,3.7
MHL,Marshall Islands,2012,-0.26398390000000005,-1.440469,1.0264,-1.047201,0.0284789,1.103286,28.25,,,,,,,,,117.0,..,,,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095.919735,175575800.0,,,,,,2.5,2.5,3.0,2.7,3.5,3.0,2.5,3.0,3.0,2.0,2.5,3.0,2.5,2.6,3.5,3.0,3.0,2.0,2.5,2.8,3.5,2.8
MNG,Mongolia,2012,-0.535103,-0.6362302,0.4711348,-0.2068852,-0.3754402,0.065475,-0.62,,,,,,,,,99.0,0.718,45.37,,32.47,,,,,,19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.163,0.775,2.2,58.7,4.7,5.5,3.7,5.2,6.0,2.2,5.6,5.6,5.7,5.8,1.9,6.8,33.8,3335.793592,9422609487.0,,,,,,4.0,3.5,4.0,3.8,4.5,3.5,4.5,4.2,4.0,4.0,4.0,4.0,3.0,3.8,4.0,4.0,4.5,4.0,3.5,4.0,3.5,4.0
MMR,Myanmar,2012,-1.0632549999999998,-1.481443,-0.943675,-1.8346240000000005,-1.354667,-1.620119,23.54,450000.0,450000.0,166000.0,166000.0,74000.0,73840.0,0.0,0.0,147.0,0.533,52.72,,52.04,,,,,,77.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.081,-1.148,-1.369,96.2,7.5,8.6,8.7,7.6,8.7,5.7,9.4,8.4,8.6,7.9,8.2,6.9,,1017.014364,52288474434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRU,Nauru,2012,-0.017601099999999998,-0.5563569,1.0264,-1.186479,0.7323569999999999,1.095533,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,4979.837786,50475635.8,,,,,,3.0,2.5,2.0,2.5,4.0,1.0,2.0,2.3,3.5,3.5,3.0,3.5,2.5,3.2,2.5,4.0,3.0,3.0,3.5,3.2,3.5,2.8
NZL,New Zealand,2012,2.31576,1.800852,1.361366,1.852507,1.890485,1.617722,10.07,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,14.0,0.911,66.05,,69.6,,,,,,44.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.111,1.765,2.151,25.6,1.4,1.1,3.8,3.9,3.7,2.7,0.8,2.1,1.5,2.4,1.4,0.8,,36534.93666,161050000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIU,Niue,2012,-0.4353436,-0.9988776,,-0.9050641,-0.7848002,-0.4767389,24.88,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,Pakistan,2012,-1.062848,-0.7780076,-2.677004,-0.7171134,-0.8841760000000001,-0.8435822000000001,20.68,758000.0,758000.0,412000.0,412000.0,1857000.0,1856570.0,0.0,0.0,154.0,0.519,39.56,,29.965000000000003,,,,,,56.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8370000000000001,0.748,-1.085,101.6,9.3,9.1,9.6,7.2,8.2,7.2,8.3,7.0,8.6,8.5,9.0,9.4,,1262.299215,236404000000.0,,,,,,4.0,3.5,4.0,3.8,3.5,4.0,4.0,3.8,2.5,4.0,3.0,3.5,4.0,3.4,3.0,4.5,3.5,3.5,3.5,3.6,3.0,3.7
PLW,Palau,2012,-0.4270297000000001,-0.5563569,1.0264,-0.993196,0.9037626,1.205604,28.28,0.0,0.0,0.0,0.0,150.0,151.0,0.0,0.0,50.0,0.795,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400.69181,253956200.0,,,,,,3.5,2.5,4.0,3.3,4.0,3.5,2.5,3.3,3.0,3.5,4.0,4.0,4.0,3.7,4.0,3.5,3.5,3.0,3.0,3.4,3.5,3.4
PNG,Papua New Guinea,2012,-0.9380295,-0.7407335999999999,-0.5904424,-0.5122686,-0.8362243,-0.059105,25.07,0.0,0.0,0.0,0.0,75000.0,75000.0,0.0,0.0,155.0,0.52,,,50.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,-0.972,1.279,83.7,6.3,7.1,6.9,6.6,8.8,7.2,7.6,8.6,6.1,7.4,4.8,6.1,,2265.764413,17290055034.0,,,,,,4.0,3.5,4.5,4.0,4.5,3.0,3.0,3.5,2.5,3.5,2.5,3.0,2.5,2.8,2.5,3.5,4.0,2.5,3.0,3.1,2.5,3.4
CHN,China,2012,-0.4357484,0.0233264,-0.5387821,-0.2408196,-0.5428619,-1.637941,6.94,0.0,0.0,0.0,0.0,5731000.0,5730800.0,0.0,0.0,85.0,0.716,42.24,,18.93,,,,,,31.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,1.391,-0.7929999999999999,78.3,6.0,6.9,7.9,3.9,8.3,5.3,7.9,6.3,8.6,7.9,5.9,3.5,42.2,6591.6508509999985,8926350000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,2012,-0.5628825,0.1080892,-1.18824,-0.061108400000000014,-0.5231332999999999,-0.029686700000000007,25.93,0.0,0.0,178000.0,178000.0,3859000.0,3858596.0,0.0,0.0,107.0,0.684,57.4,,47.25,,,,,,64.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3720000000000001,0.285,0.29600000000000004,83.2,8.4,8.0,7.6,5.3,6.8,6.5,7.9,6.3,7.0,7.3,6.2,5.8,46.5,2610.967768,253819000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,"Korea, Republic of",2012,0.534928,1.1991969999999998,0.2671033,0.8941595999999999,0.9841591,0.7255958,10.83,,,,,,,,,23.0,0.898,57.2,,71.36,,,,,,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.696,2.849,1.857,37.6,2.0,3.6,3.4,2.3,2.6,4.2,3.2,2.2,2.8,3.0,2.5,5.7,31.6,26675.44017,1339100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,2012,0.10666580000000002,-0.0191277,0.9992402,-0.33349090000000003,0.6759908,0.3499731,27.37,0.0,0.0,0.0,0.0,7700.0,7739.0,0.0,0.0,111.0,0.698,,,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,5.5,5.1,4.8,5.4,6.3,8.6,6.0,4.8,4.4,6.7,2.6,8.3,,4007.084965,757695689.0,,,,,,4.0,3.5,3.5,3.7,5.0,4.0,3.5,4.2,3.5,4.5,4.5,3.5,4.0,4.0,4.0,3.5,4.5,4.0,4.0,4.0,3.0,4.0
SLB,Solomon Islands,2012,-0.3581656,-0.8060813,0.1873163,-1.041204,-0.5399753,-0.0285495,25.58,0.0,0.0,0.0,0.0,1000.0,1047.0,0.0,0.0,151.0,0.553,,,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,-0.662,1.496,85.6,6.7,8.0,6.8,7.9,8.3,5.4,7.6,7.8,6.2,7.6,4.8,8.5,37.1,2177.5409870000008,1210856506.0,,,,,,3.5,3.5,4.5,3.8,4.0,3.5,3.5,3.7,3.0,3.5,3.0,2.5,2.5,2.9,3.5,3.5,3.0,2.5,3.0,3.1,4.5,3.4
LKA,Sri Lanka,2012,-0.23687510000000006,-0.2076246,-0.7170791999999999,-0.1124752,-0.1223696,-0.5752793,27.49,93000.0,93000.0,0.0,0.0,129000.0,129092.0,0.0,0.0,72.0,0.766,55.72,,44.13,,,,,,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882,0.434,-0.331,92.2,8.2,9.2,9.1,5.6,8.1,7.1,8.1,5.8,8.7,7.1,8.7,6.5,38.7,3462.936684,70730481765.0,,,,,,4.5,4.0,4.0,4.2,4.5,4.0,4.0,4.2,4.0,4.5,4.5,3.5,4.0,4.1,4.0,4.0,4.0,3.5,3.5,3.8,4.0,4.1
TJK,Tajikistan,2012,-1.275516,-0.9312044,-1.24086,-1.000983,-1.20035,-1.422404,3.18,0.0,0.0,0.0,0.0,6400.0,6390.0,0.0,0.0,125.0,0.643,38.78,,39.89,,,,,,73.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.705,-0.6,0.8109999999999999,85.7,7.1,8.3,6.9,7.7,6.5,5.7,8.8,6.6,8.5,7.3,5.6,6.7,,864.700443,6809375908.0,,,,,,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.8,3.5,4.0,3.5,3.5,3.0,3.5,3.5,4.0,3.5,3.5,3.0,3.5,4.0,3.7
THA,Thailand,2012,-0.3662243,0.2245758,-1.216631,0.2435732,-0.1510798,-0.3211412,27.11,35000.0,35000.0,0.0,0.0,3400.0,3400.0,0.0,0.0,79.0,0.737,59.98,,41.62,,,,,,39.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.08900000000000001,-0.924,77.0,7.3,8.8,7.8,4.0,6.9,4.0,6.5,4.7,7.2,8.2,6.7,4.9,39.3,5531.349018999998,375224000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,Timor-Leste,2012,-0.7359146,-1.180872,-0.28483109999999995,-1.020925,-1.144864,0.0963445,24.78,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.639,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073,-0.394,1.767,92.7,8.3,8.3,6.8,8.0,7.0,6.1,8.5,8.4,6.3,8.4,7.7,8.9,,1271.304649,1440390710.0,,,,,,3.5,4.0,4.5,4.0,4.5,2.5,2.5,3.2,3.5,3.5,3.0,3.0,2.5,3.1,3.0,3.0,4.0,3.0,3.0,3.2,3.5,3.4
TON,Tonga,2012,-0.3212279000000001,-0.4081213,0.8945144,-0.6274376,-0.037593400000000006,0.3362116,24.43,0.0,0.0,0.0,0.0,400.0,400.0,0.0,0.0,104.0,0.708,,,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108.384743,422079015.0,,,,,,3.5,3.5,3.0,3.3,4.5,3.5,3.0,3.7,3.0,4.0,4.0,3.0,4.0,3.6,3.5,4.0,4.5,4.0,3.5,3.9,3.5,3.6
TKM,Turkmenistan,2012,-1.431173,-1.257159,0.4280879,-2.067515,-1.402587,-2.250428,15.9,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.679,31.75,,57.16,,,,,,14.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.092,0.78,-0.919,77.4,7.2,7.7,6.4,5.7,6.8,4.8,9.0,6.4,8.4,6.2,3.9,4.9,,5249.704149,27654947984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUV,Tuvalu,2012,-0.350519,-0.6933140999999999,1.290351,-1.234191,0.4614491,0.6616975,28.31,,,,,,,,,,,,,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855.743733,30682110.67,,,,,,3.5,3.0,2.0,2.8,3.5,2.5,2.5,2.8,3.0,3.5,4.0,3.5,3.0,3.4,4.0,2.5,3.0,3.5,3.0,3.2,3.5,3.1
