iso,country_name,mean_temperature,year,data_source
TJK,Tajikistan,3.62,2020,World Bank Climate Knowledge Portal 
THA,Thailand,27.27,2010,World Bank Climate Knowledge Portal 
THA,Thailand,26.22,2011,World Bank Climate Knowledge Portal 
THA,Thailand,27.11,2012,World Bank Climate Knowledge Portal 
THA,Thailand,26.75,2013,World Bank Climate Knowledge Portal 
THA,Thailand,26.85,2014,World Bank Climate Knowledge Portal 
THA,Thailand,27.25,2015,World Bank Climate Knowledge Portal 
THA,Thailand,27.37,2016,World Bank Climate Knowledge Portal 
THA,Thailand,26.87,2017,World Bank Climate Knowledge Portal 
THA,Thailand,26.86,2018,World Bank Climate Knowledge Portal 
THA,Thailand,27.47,2019,World Bank Climate Knowledge Portal 
THA,Thailand,27.37,2020,World Bank Climate Knowledge Portal 
TLS,Timor Leste,24.98,2010,World Bank Climate Knowledge Portal 
TLS,Timor Leste,24.51,2011,World Bank Climate Knowledge Portal 
TLS,Timor Leste,24.78,2012,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.23,2013,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.07,2014,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.09,2015,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.64,2016,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.2,2017,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.17,2018,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.22,2019,World Bank Climate Knowledge Portal 
TLS,Timor Leste,25.42,2020,World Bank Climate Knowledge Portal 
TON,Tonga,24.49,2010,World Bank Climate Knowledge Portal 
TON,Tonga,24.93,2011,World Bank Climate Knowledge Portal 
TON,Tonga,24.43,2012,World Bank Climate Knowledge Portal 
TON,Tonga,24.56,2013,World Bank Climate Knowledge Portal 
TON,Tonga,24.61,2014,World Bank Climate Knowledge Portal 
TON,Tonga,24.39,2015,World Bank Climate Knowledge Portal 
TON,Tonga,25.04,2016,World Bank Climate Knowledge Portal 
TON,Tonga,25.02,2017,World Bank Climate Knowledge Portal 
TON,Tonga,24.5,2018,World Bank Climate Knowledge Portal 
TON,Tonga,24.68,2019,World Bank Climate Knowledge Portal 
TON,Tonga,25.03,2020,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,17.05,2010,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,15.69,2011,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,15.9,2012,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.89,2013,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,15.79,2014,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.64,2015,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.84,2016,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.45,2017,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.64,2018,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.86,2019,World Bank Climate Knowledge Portal 
TKM,Turkmenistan,16.02,2020,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.68,2010,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.37,2011,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.31,2012,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.35,2013,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.31,2014,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.37,2015,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.59,2016,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.53,2017,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.49,2018,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.59,2019,World Bank Climate Knowledge Portal 
TUV,Tuvalu,28.69,2020,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,14.14,2010,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,12.87,2011,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,12.9,2012,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,14.19,2013,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,12.63,2014,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,13.96,2015,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,14.35,2016,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,13.64,2017,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,13.5,2018,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,14.23,2019,World Bank Climate Knowledge Portal 
UZB,Uzbekistan,13.6,2020,World Bank Climate Knowledge Portal 
VUT,Vanuatu,24.52,2010,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.98,2011,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.78,2012,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.79,2013,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.79,2014,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.85,2015,World Bank Climate Knowledge Portal 
VUT,Vanuatu,24.32,2016,World Bank Climate Knowledge Portal 
VUT,Vanuatu,24.24,2017,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.92,2018,World Bank Climate Knowledge Portal 
VUT,Vanuatu,23.93,2019,World Bank Climate Knowledge Portal 
VUT,Vanuatu,24.27,2020,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.92,2010,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.01,2011,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.78,2012,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.56,2013,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.77,2014,World Bank Climate Knowledge Portal 
VNM,Vietnam,25.14,2015,World Bank Climate Knowledge Portal 
VNM,Vietnam,25.07,2016,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.69,2017,World Bank Climate Knowledge Portal 
VNM,Vietnam,24.67,2018,World Bank Climate Knowledge Portal 
VNM,Vietnam,25.28,2019,World Bank Climate Knowledge Portal 
VNM,Vietnam,25.09,2020,World Bank Climate Knowledge Portal 
