country_name,iso,year,value.Gini index (World Bank estimate),GDP per capita (constant 2015 US$),value.GDP (constant 2015 US$),data_source
Indonesia,IDN,2010,36.4,2720.191622,6.57835E+11,World Bank
Japan,JPN,2010,32.1,32942.20208,4.21891E+12,World Bank
Kazakhstan,KAZ,2010,28,8979.332284,1.4656E+11,World Bank
Kyrgyz Republic,KGZ,2010,30.1,966.15073,5263492562,World Bank
Kiribati,KIR,2010,,1367.740107,140781489.2,World Bank
Lao PDR,LAO,2010,,1586.20293,9912448589,World Bank
Malaysia,MYS,2010,,8247.782262,2.32654E+11,World Bank
Maldives,MDV,2010,,8521.838105,3116691850,World Bank
Marshall Islands,MHL,2010,,3208.023279,180807400,World Bank
Mongolia,MNG,2010,33.1,2629.648326,7152385742,World Bank
Myanmar,MMR,2010,,902.541871,45669365074,World Bank
Nauru,NRU,2010,,4116.754986,41204600.65,World Bank
Nepal,NPL,2010,32.8,731.6618133,19764532017,World Bank
New Zealand,NZL,2010,,35406.67675,1.54044E+11,World Bank
Pakistan,PAK,2010,29.8,1238.873484,2.22284E+11,World Bank
Palau,PLW,2010,,13040.5425,234129900,World Bank
Papua New Guinea,PNG,2010,,2235.096323,16339698489,World Bank
China,CHN,2010,43.7,5647.058752,7.5541E+12,World Bank
Philippines,PHL,2010,,2433.008524,2.28622E+11,World Bank
"Korea, Rep.",KOR,2010,32,25451.00416,1.2612E+12,World Bank
Samoa,WSM,2010,,4080.918359,758822283.3,World Bank
Singapore,SGP,2010,,48668.57662,2.47077E+11,World Bank
Solomon Islands,SLB,2010,,2099.330817,1108154864,World Bank
Sri Lanka,LKA,2010,,2950.390721,59780043793,World Bank
Tajikistan,TJK,2010,,783.5193787,5897861421,World Bank
Thailand,THA,2010,39.4,5163.597664,3.46968E+11,World Bank
Timor-Leste,TLS,2010,,1185.623103,1296499019,World Bank
Tonga,TON,2010,,3769.069514,391911617.2,World Bank
Turkmenistan,TKM,2010,,4265.948601,21701780649,World Bank
Tuvalu,TUV,2010,39.1,2820.600923,29675542.31,World Bank
Uzbekistan,UZB,2010,,2131.357731,60876692057,World Bank
Vanuatu,VUT,2010,37.6,2855.868093,674601737.5,World Bank
Vietnam,VNM,2010,39.3,1648.2618,1.44994E+11,World Bank
Afghanistan,AFG,2011,,511.9985148,15420069703,World Bank
Armenia,ARM,2011,29.4,3098.742304,8913643793,World Bank
Australia,AUS,2011,,54108.11106,1.20878E+12,World Bank
Azerbaijan,AZE,2011,,5152.657444,47265749253,World Bank
Bangladesh,BGD,2011,,1024.021957,1.52859E+11,World Bank
Bhutan,BTN,2011,,2386.621111,1654637257,World Bank
Brunei Darussalam,BRN,2011,,34244.2069,13481499083,World Bank
Cambodia,KHM,2011,,940.1118195,13670561754,World Bank
"Micronesia, Fed. Sts.",FSM,2011,,3166.743858,327593318.7,World Bank
Fiji,FJI,2011,,4626.683325,3994914344,World Bank
Georgia,GEO,2011,39.6,3356.997868,12610364430,World Bank
"Hong Kong SAR, China",HKG,2011,,39656.07762,2.80432E+11,World Bank
India,IND,2011,35.7,1292.821206,1.6164E+12,World Bank
Indonesia,IDN,2011,39.7,2849.354985,6.98422E+11,World Bank
Japan,JPN,2011,,33011.13423,4.21991E+12,World Bank
Kazakhstan,KAZ,2011,28,9506.734053,1.57405E+11,World Bank
Kyrgyz Republic,KGZ,2011,27.8,1011.315529,5577000617,World Bank
Kiribati,KIR,2011,,1365.598885,143025999.2,World Bank
Lao PDR,LAO,2011,,1687.147369,10709275903,World Bank
Malaysia,MYS,2011,43.9,8550.154638,2.4497E+11,World Bank
Maldives,MDV,2011,,8892.911397,3383690536,World Bank
Marshall Islands,MHL,2011,,3179.185833,179700300,World Bank
Mongolia,MNG,2011,33.9,3028.16166,8389088853,World Bank
Myanmar,MMR,2011,,962.9954522,49103727463,World Bank
Nauru,NRU,2011,,4501.446094,45325060.72,World Bank
Nepal,NPL,2011,,755.9141324,20440840356,World Bank
New Zealand,NZL,2011,,35930.70084,1.5752E+11,World Bank
Pakistan,PAK,2011,30.9,1245.737437,2.28394E+11,World Bank
Palau,PLW,2011,,14073.60829,249778400,World Bank
Papua New Guinea,PNG,2011,,2210.952146,16520667778,World Bank
China,CHN,2011,42.4,6152.686005,8.27558E+12,World Bank
Philippines,PHL,2011,,2484.489204,2.37443E+11,World Bank
"Korea, Rep.",KOR,2011,,26186.89754,1.30769E+12,World Bank
Samoa,WSM,2011,,4213.825349,789961624.3,World Bank
Singapore,SGP,2011,,50685.2962,2.62737E+11,World Bank
Solomon Islands,SLB,2011,,2195.183955,1188740406,World Bank
Sri Lanka,LKA,2011,,3176.920341,64804396874,World Bank
Tajikistan,TJK,2011,,822.9032077,6334303201,World Bank
Thailand,THA,2011,37.5,5182.042369,3.49883E+11,World Bank
Timor-Leste,TLS,2011,,1234.078226,1373719114,World Bank
Tonga,TON,2011,,4042.500178,418633233.5,World Bank
Turkmenistan,TKM,2011,,4810.896166,24891942389,World Bank
Tuvalu,TUV,2011,,3002.629633,31905942.48,World Bank
Uzbekistan,UZB,2011,,2231.052724,65457748297,World Bank
Vanuatu,VUT,2011,,2867.286018,695769890.6,World Bank
Vietnam,VNM,2011,,1733.311285,1.54042E+11,World Bank
Afghanistan,AFG,2012,,557.9496921,17386481261,World Bank
Armenia,ARM,2012,29.6,3312.980008,9555426146,World Bank
Australia,AUS,2012,,55254.60621,1.25613E+12,World Bank
Azerbaijan,AZE,2012,,5194.738377,48289165893,World Bank
Bangladesh,BGD,2012,,1078.287546,1.62828E+11,World Bank
Bhutan,BTN,2012,38.8,2479.151723,1739328224,World Bank
Brunei Darussalam,BRN,2012,,34096.90756,13604563824,World Bank
Cambodia,KHM,2012,,992.5498342,14670337168,World Bank
"Micronesia, Fed. Sts.",FSM,2012,,3076.165405,321477741.9,World Bank
Fiji,FJI,2012,,4683.226283,4051295145,World Bank
Georgia,GEO,2012,39,3597.203764,13413519588,World Bank
"Hong Kong SAR, China",HKG,2012,,39887.57824,2.852E+11,World Bank
India,IND,2012,,1346.67591,1.7046E+12,World Bank
Indonesia,IDN,2012,39.7,2980.61011,7.40538E+11,World Bank
Japan,JPN,2012,,33518.44494,4.27793E+12,World Bank
Kazakhstan,KAZ,2012,28.2,9823.693897,1.6496E+11,World Bank
Kyrgyz Republic,KGZ,2012,27.4,993.7374233,5572084480,World Bank
Kiribati,KIR,2012,,1408.134127,149767737.6,World Bank
Lao PDR,LAO,2012,36,1795.137631,11568812929,World Bank
Malaysia,MYS,2012,,8888.702522,2.58378E+11,World Bank
Maldives,MDV,2012,,8732.629171,3468871018,World Bank
Marshall Islands,MHL,2012,,3095.919735,175575800,World Bank
Mongolia,MNG,2012,33.8,3335.793592,9422609487,World Bank
Myanmar,MMR,2012,,1017.014364,52288474434,World Bank
Nauru,NRU,2012,34.8,4979.837786,50475635.8,World Bank
Nepal,NPL,2012,,790.9881496,21348105727,World Bank
New Zealand,NZL,2012,,36534.93666,1.6105E+11,World Bank
Pakistan,PAK,2012,,1262.299215,2.36404E+11,World Bank
Palau,PLW,2012,,14400.69181,253956200,World Bank
Papua New Guinea,PNG,2012,,2265.764413,17290055034,World Bank
China,CHN,2012,42.2,6591.650851,8.92635E+12,World Bank
Philippines,PHL,2012,46.5,2610.967768,2.53819E+11,World Bank
"Korea, Rep.",KOR,2012,31.6,26675.44017,1.3391E+12,World Bank
Samoa,WSM,2012,,4007.084965,757695689,World Bank
Singapore,SGP,2012,,51663.4924,2.74459E+11,World Bank
Solomon Islands,SLB,2012,37.1,2177.540987,1210856506,World Bank
Sri Lanka,LKA,2012,38.7,3462.936684,70730481765,World Bank
Tajikistan,TJK,2012,,864.700443,6809375908,World Bank
Thailand,THA,2012,39.3,5531.349019,3.75224E+11,World Bank
Timor-Leste,TLS,2012,,1271.304649,1440390710,World Bank
Tonga,TON,2012,,4108.384743,422079015,World Bank
Turkmenistan,TKM,2012,,5249.704149,27654947984,World Bank
Tuvalu,TUV,2012,,2855.743733,30682110.67,World Bank
Uzbekistan,UZB,2012,,2354.593655,70106848794,World Bank
Vanuatu,VUT,2012,,2816.766696,702797374.6,World Bank
Vietnam,VNM,2012,35.6,1805.36117,1.62125E+11,World Bank
Afghanistan,AFG,2013,,568.9645435,18360253681,World Bank
Armenia,ARM,2013,30.6,3406.536118,9870755209,World Bank
Australia,AUS,2013,,55723.94823,1.28879E+12,World Bank
Azerbaijan,AZE,2013,,5425.905285,51094670309,World Bank
Bangladesh,BGD,2013,,1129.993548,1.72619E+11,World Bank
Bhutan,BTN,2013,,2500.864512,1776201506,World Bank
Brunei Darussalam,BRN,2013,,32924.99003,13315326918,World Bank
Cambodia,KHM,2013,,1048.132495,15749584749,World Bank
"Micronesia, Fed. Sts.",FSM,2013,40.1,2923.359712,309648107.5,World Bank
Fiji,FJI,2013,36.7,4901.89758,4243092349,World Bank
Georgia,GEO,2013,38.6,3738.70504,13899264090,World Bank
"Hong Kong SAR, China",HKG,2013,,40959.7278,2.94046E+11,World Bank
India,IND,2013,,1415.828722,1.81345E+12,World Bank
Indonesia,IDN,2013,40,3104.348,7.81691E+11,World Bank
Japan,JPN,2013,32.9,34239.88625,4.3637E+12,World Bank
Kazakhstan,KAZ,2013,27.1,10264.29807,1.74858E+11,World Bank
Kyrgyz Republic,KGZ,2013,28.8,1080.54823,6180303659,World Bank
Kiribati,KIR,2013,,1446.700944,156080224.7,World Bank
Lao PDR,LAO,2013,,1910.531051,12497360587,World Bank
Malaysia,MYS,2013,41.3,9179.366821,2.70506E+11,World Bank
Maldives,MDV,2013,,8954.556592,3721442083,World Bank
Marshall Islands,MHL,2013,,3207.812692,182630400,World Bank
Mongolia,MNG,2013,,3650.601509,10520241369,World Bank
Myanmar,MMR,2013,,1088.059541,56418568204,World Bank
Nauru,NRU,2013,,6458.401356,65927361.04,World Bank
Nepal,NPL,2013,,821.0732055,22100659153,World Bank
New Zealand,NZL,2013,,37232.66132,1.65391E+11,World Bank
Pakistan,PAK,2013,30.7,1290.368627,2.46797E+11,World Bank
Palau,PLW,2013,,13938.18667,245353900,World Bank
Papua New Guinea,PNG,2013,,2304.891636,17951390360,World Bank
China,CHN,2013,39.7,7056.410627,9.61958E+12,World Bank
Philippines,PHL,2013,,2740.456489,2.70953E+11,World Bank
"Korea, Rep.",KOR,2013,,27394.65031,1.38148E+12,World Bank
Samoa,WSM,2013,38.7,3959.383204,755101889.6,World Bank
Singapore,SGP,2013,,53292.61327,2.87735E+11,World Bank
Solomon Islands,SLB,2013,,2232.352768,1275407875,World Bank
Sri Lanka,LKA,2013,,3552.698559,73132299827,World Bank
Tajikistan,TJK,2013,,907.3781037,7313269707,World Bank
Thailand,THA,2013,37.8,5654.28542,3.85309E+11,World Bank
Timor-Leste,TLS,2013,,1287.263638,1484585707,World Bank
Tonga,TON,2013,,4160.415859,423397201.1,World Bank
Turkmenistan,TKM,2013,,5679.019269,30475752707,World Bank
Tuvalu,TUV,2013,,2957.542334,32086376.78,World Bank
Uzbekistan,UZB,2013,,2487.244416,75222230329,World Bank
Vanuatu,VUT,2013,,2751.320903,706090742.5,World Bank
Vietnam,VNM,2013,,1883.308537,1.70915E+11,World Bank
Afghanistan,AFG,2014,,565.1792733,18860486755,World Bank
Armenia,ARM,2014,31.5,3511.225059,10226102396,World Bank
Australia,AUS,2014,34.4,56305.97909,1.32182E+12,World Bank
Azerbaijan,AZE,2014,,5505.988236,52500032808,World Bank
Bangladesh,BGD,2014,,1184.863283,1.83082E+11,World Bank
Bhutan,BTN,2014,,2612.886268,1878803710,World Bank
Brunei Darussalam,BRN,2014,,31678.93731,12981331573,World Bank
Cambodia,KHM,2014,,1104.74997,16874510038,World Bank
"Micronesia, Fed. Sts.",FSM,2014,,2815.497529,302508316.5,World Bank
Fiji,FJI,2014,,5171.527699,4480854660,World Bank
Georgia,GEO,2014,37.6,3902.568799,14515269026,World Bank
"Hong Kong SAR, China",HKG,2014,,41796.58925,3.02168E+11,World Bank
India,IND,2014,,1503.421507,1.94783E+12,World Bank
Indonesia,IDN,2014,39.4,3217.317468,8.20828E+11,World Bank
Japan,JPN,2014,,34386.90586,4.37663E+12,World Bank
Kazakhstan,KAZ,2014,27,10539.04468,1.82202E+11,World Bank
Kyrgyz Republic,KGZ,2014,26.8,1101.705332,6429001466,World Bank
Kiribati,KIR,2014,,1416.906891,154991194.1,World Bank
Lao PDR,LAO,2014,,2025.47216,13448655106,World Bank
Malaysia,MYS,2014,,9601.178003,2.86755E+11,World Bank
Maldives,MDV,2014,,9181.711739,3994209877,World Bank
Marshall Islands,MHL,2014,,3163.436686,180894800,World Bank
Mongolia,MNG,2014,32,3860.325723,11349786122,World Bank
Myanmar,MMR,2014,,1167.630993,61044701090,World Bank
Nauru,NRU,2014,,8109.565198,83439316.32,World Bank
Nepal,NPL,2014,,870.7816903,23429236486,World Bank
New Zealand,NZL,2014,,38015.92958,1.71699E+11,World Bank
Pakistan,PAK,2014,,1322.720641,2.58334E+11,World Bank
Palau,PLW,2014,,14796.94184,260796100,World Bank
Papua New Guinea,PNG,2014,,2564.913845,20382685493,World Bank
China,CHN,2014,39.2,7532.771996,1.03339E+13,World Bank
Philippines,PHL,2014,,2866.822056,2.88153E+11,World Bank
"Korea, Rep.",KOR,2014,31.2,28094.9177,1.42572E+12,World Bank
Samoa,WSM,2014,,3930.370569,755495830.9,World Bank
Singapore,SGP,2014,,54676.70442,2.99066E+11,World Bank
Solomon Islands,SLB,2014,,2195.302099,1288815761,World Bank
Sri Lanka,LKA,2014,,3694.300426,76760174258,World Bank
Tajikistan,TJK,2014,,945.5254403,7803258828,World Bank
Thailand,THA,2014,37,5685.402121,3.89102E+11,World Bank
Timor-Leste,TLS,2014,28.7,1321.235802,1551570803,World Bank
Tonga,TON,2014,,4275.702784,431944322.4,World Bank
Turkmenistan,TKM,2014,,6149.426054,33614755226,World Bank
Tuvalu,TUV,2014,,2963.53825,32518905.21,World Bank
Uzbekistan,UZB,2014,,2613.748262,80392884913,World Bank
Vanuatu,VUT,2014,,2759.370937,728164877.9,World Bank
Vietnam,VNM,2014,34.8,1975.079058,1.81142E+11,World Bank
Afghanistan,AFG,2015,,556.0072209,19134211764,World Bank
Armenia,ARM,2015,32.4,3607.289299,10553337673,World Bank
Australia,AUS,2015,,56707.02208,1.35053E+12,World Bank
Azerbaijan,AZE,2015,,5500.310382,53074370486,World Bank
Bangladesh,BGD,2015,,1248.45331,1.95079E+11,World Bank
Bhutan,BTN,2015,,2752.630172,2003598213,World Bank
Brunei Darussalam,BRN,2015,,31164.03625,12930394938,World Bank
Cambodia,KHM,2015,,1162.904995,18049954289,World Bank
"Micronesia, Fed. Sts.",FSM,2015,,2906.617012,316489900,World Bank
Fiji,FJI,2015,,5390.714207,4682546863,World Bank
Georgia,GEO,2015,36.5,4014.185944,14953950557,World Bank
"Hong Kong SAR, China",HKG,2015,,42431.88828,3.09384E+11,World Bank
India,IND,2015,,1605.605445,2.10359E+12,World Bank
Indonesia,IDN,2015,39.7,3331.695115,8.60854E+11,World Bank
Japan,JPN,2015,,34960.63938,4.44493E+12,World Bank
Kazakhstan,KAZ,2015,26.8,10510.77189,1.84388E+11,World Bank
Kyrgyz Republic,KGZ,2015,29,1121.082835,6678178340,World Bank
Kiribati,KIR,2015,,1542.616465,171117816.7,World Bank
Lao PDR,LAO,2015,,2140.044323,14426381187,World Bank
Malaysia,MYS,2015,41.1,9955.242722,3.01355E+11,World Bank
Maldives,MDV,2015,,9033.41027,4109424800,World Bank
Marshall Islands,MHL,2015,,3199.886846,183814300,World Bank
Mongolia,MNG,2015,,3875.321675,11619892396,World Bank
Myanmar,MMR,2015,38.1,1196.743357,63045306514,World Bank
Nauru,NRU,2015,,8341.012278,86529661.37,World Bank
Nepal,NPL,2015,,901.7496077,24360795410,World Bank
New Zealand,NZL,2015,,38630.72659,1.78064E+11,World Bank
Pakistan,PAK,2015,32.6,1356.667831,2.70556E+11,World Bank
Palau,PLW,2015,,15876.46193,280457700,World Bank
Papua New Guinea,PNG,2015,,2679.346579,21723531173,World Bank
China,CHN,2015,38.6,8016.431435,1.10616E+13,World Bank
Philippines,PHL,2015,44.6,3001.043182,3.06446E+11,World Bank
"Korea, Rep.",KOR,2015,,28732.23108,1.46577E+12,World Bank
Samoa,WSM,2015,,4071.926959,787958585.9,World Bank
Singapore,SGP,2015,,55646.61875,3.08004E+11,World Bank
Solomon Islands,SLB,2015,,2167.119928,1307061544,World Bank
Sri Lanka,LKA,2015,,3843.780672,80604080689,World Bank
Tajikistan,TJK,2015,34,978.4049812,8271454301,World Bank
Thailand,THA,2015,36,5840.053067,4.01296E+11,World Bank
Timor-Leste,TLS,2015,,1332.791856,1594410900,World Bank
Tonga,TON,2015,37.6,4336.239603,437006227.2,World Bank
Turkmenistan,TKM,2015,,6432.685325,35799714286,World Bank
Tuvalu,TUV,2015,,3197.772252,35492074.22,World Bank
Uzbekistan,UZB,2015,,2753.971072,86196265192,World Bank
Vanuatu,VUT,2015,,2695.666186,730870581.7,World Bank
Vietnam,VNM,2015,,2085.101349,1.93241E+11,World Bank
Afghanistan,AFG,2016,,552.9969077,19566705070,World Bank
Armenia,ARM,2016,32.5,3601.469664,10574444348,World Bank
Australia,AUS,2016,,57358.7828,1.38756E+12,World Bank
Azerbaijan,AZE,2016,,5270.552968,51429065001,World Bank
Bangladesh,BGD,2016,32.4,1322.694812,2.08956E+11,World Bank
Bhutan,BTN,2016,,2940.69997,2166431312,World Bank
Brunei Darussalam,BRN,2016,,30038.73449,12609990391,World Bank
Cambodia,KHM,2016,,1224.220428,19301414292,World Bank
"Micronesia, Fed. Sts.",FSM,2016,,2897.417594,319338880.1,World Bank
Fiji,FJI,2016,,5498.661935,4797065664,World Bank
Georgia,GEO,2016,36.6,4128.385603,15388577976,World Bank
"Hong Kong SAR, China",HKG,2016,,43084.76508,3.16096E+11,World Bank
India,IND,2016,,1719.318076,2.27727E+12,World Bank
Indonesia,IDN,2016,38.6,3456.928114,9.04182E+11,World Bank
Japan,JPN,2016,,35264.81336,4.47844E+12,World Bank
Kazakhstan,KAZ,2016,27.2,10476.34757,1.86417E+11,World Bank
Kyrgyz Republic,KGZ,2016,26.8,1146.103221,6967734531,World Bank
Kiribati,KIR,2016,,1598.782266,179909369.7,World Bank
Lao PDR,LAO,2016,,2255.311879,15439522315,World Bank
Malaysia,MYS,2016,,10258.04151,3.14764E+11,World Bank
Maldives,MDV,2016,31.3,9190.003255,4369892498,World Bank
Marshall Islands,MHL,2016,,3226.240082,186228256.2,World Bank
Mongolia,MNG,2016,32.3,3858.515184,11793003750,World Bank
Myanmar,MMR,2016,,1313.40763,69669969115,World Bank
Nauru,NRU,2016,,8556.426047,89620006.42,World Bank
Nepal,NPL,2016,,897.403788,24466305357,World Bank
New Zealand,NZL,2016,,39181.69283,1.84706E+11,World Bank
Pakistan,PAK,2016,,1402.087871,2.85509E+11,World Bank
Palau,PLW,2016,,15815.77492,280223900,World Bank
Papua New Guinea,PNG,2016,,2770.395138,22916060308,World Bank
China,CHN,2016,38.5,8516.513699,1.18191E+13,World Bank
Philippines,PHL,2016,,3167.502416,3.28355E+11,World Bank
"Korea, Rep.",KOR,2016,31.4,29461.78401,1.50897E+12,World Bank
Samoa,WSM,2016,,4379.510977,851990065.4,World Bank
Singapore,SGP,2016,,56757.91827,3.18258E+11,World Bank
Solomon Islands,SLB,2016,,2234.146102,1383914993,World Bank
Sri Lanka,LKA,2016,39.3,3972.10259,84220491206,World Bank
Tajikistan,TJK,2016,,1020.616156,8842184616,World Bank
Thailand,THA,2016,36.9,6018.177484,4.15082E+11,World Bank
Timor-Leste,TLS,2016,,1351.924438,1648386597,World Bank
Tonga,TON,2016,,4604.588637,465721908.5,World Bank
Turkmenistan,TKM,2016,,6714.377521,38019296559,World Bank
Tuvalu,TUV,2016,,3255.801319,36569160.42,World Bank
Uzbekistan,UZB,2016,,2867.051128,91309557627,World Bank
Vanuatu,VUT,2016,,2749.073922,765138748.6,World Bank
Vietnam,VNM,2016,35.3,2191.819699,2.05243E+11,World Bank
Afghanistan,AFG,2017,,553.3550517,20084636379,World Bank
Armenia,ARM,2017,33.6,3860.218058,11367527675,World Bank
Australia,AUS,2017,,57695.57126,1.41942E+12,World Bank
Azerbaijan,AZE,2017,,5229.526137,51531923131,World Bank
Bangladesh,BGD,2017,,1403.861692,2.24176E+11,World Bank
Bhutan,BTN,2017,37.4,3040.937003,2267210115,World Bank
Brunei Darussalam,BRN,2017,,30101.5288,12777527045,World Bank
Cambodia,KHM,2017,,1289.985814,20651915663,World Bank
"Micronesia, Fed. Sts.",FSM,2017,,2941.873325,327904142.7,World Bank
Fiji,FJI,2017,,5759.658669,5053870096,World Bank
Georgia,GEO,2017,37.9,4327.727585,16133785749,World Bank
"Hong Kong SAR, China",HKG,2017,,44384.76858,3.28079E+11,World Bank
India,IND,2017,,1816.730876,2.43202E+12,World Bank
Indonesia,IDN,2017,38.1,3589.715543,9.50022E+11,World Bank
Japan,JPN,2017,,35914.64127,4.55347E+12,World Bank
Kazakhstan,KAZ,2017,27.5,10758.52088,1.9406E+11,World Bank
Kyrgyz Republic,KGZ,2017,27.3,1177.438736,7298000774,World Bank
Kiribati,KIR,2017,,1590.060067,181510126.8,World Bank
Lao PDR,LAO,2017,,2373.597379,16503696158,World Bank
Malaysia,MYS,2017,,10707.7483,3.33061E+11,World Bank
Maldives,MDV,2017,,9437.906316,4684957820,World Bank
Marshall Islands,MHL,2017,,3312.175215,192281707.8,World Bank
Mongolia,MNG,2017,,4000.83782,12457760794,World Bank
Myanmar,MMR,2017,30.7,1380.152827,73676037276,World Bank
Nauru,NRU,2017,,7986.1427,84469431.34,World Bank
Nepal,NPL,2017,,964.8977952,26662713937,World Bank
New Zealand,NZL,2017,,39758.26432,1.9138E+11,World Bank
Pakistan,PAK,2017,,1449.533515,3.01367E+11,World Bank
Palau,PLW,2017,,15218.25706,271021939.9,World Bank
Papua New Guinea,PNG,2017,,2811.797465,23726053855,World Bank
China,CHN,2017,,9053.212733,1.26402E+13,World Bank
Philippines,PHL,2017,,3338.441533,3.51114E+11,World Bank
"Korea, Rep.",KOR,2017,,30307.39524,1.55665E+12,World Bank
Samoa,WSM,2017,,4406.635495,860871497.1,World Bank
Singapore,SGP,2017,,59271.05682,3.32644E+11,World Bank
Solomon Islands,SLB,2017,,2292.133554,1457865704,World Bank
Sri Lanka,LKA,2017,,4067.993065,87234043286,World Bank
Tajikistan,TJK,2017,,1066.406748,9469979848,World Bank
Thailand,THA,2017,36.5,6247.992078,4.32422E+11,World Bank
Timor-Leste,TLS,2017,,1285.139874,1597763000,World Bank
Tonga,TON,2017,,4717.507547,481195204.8,World Bank
Turkmenistan,TKM,2017,,7032.457913,40490550854,World Bank
Tuvalu,TUV,2017,,3349.433201,38066308.32,World Bank
Uzbekistan,UZB,2017,,2943.099222,95322863451,World Bank
Vanuatu,VUT,2017,,2849.263512,813461883.5,World Bank
Vietnam,VNM,2017,,2317.369069,2.19225E+11,World Bank
Afghanistan,AFG,2018,,546.7430101,20323488525,World Bank
Armenia,ARM,2018,34.4,4051.384967,11958639114,World Bank
Australia,AUS,2018,,58447.25265,1.46017E+12,World Bank
Azerbaijan,AZE,2018,,5262.183805,52304901978,World Bank
Bangladesh,BGD,2018,,1498.387892,2.41805E+11,World Bank
Bhutan,BTN,2018,,3097.148351,2336476327,World Bank
Brunei Darussalam,BRN,2018,,29802.78288,12784201743,World Bank
Cambodia,KHM,2018,,1365.829057,22194442188,World Bank
"Micronesia, Fed. Sts.",FSM,2018,,2917.242219,328598163.6,World Bank
Fiji,FJI,2018,,5938.427556,5246541361,World Bank
Georgia,GEO,2018,36.4,4539.087522,16915132067,World Bank
"Hong Kong SAR, China",HKG,2018,,45284.85959,3.37417E+11,World Bank
India,IND,2018,,1915.435271,2.5909E+12,World Bank
Indonesia,IDN,2018,37.8,3732.867111,9.99179E+11,World Bank
Japan,JPN,2018,,36188.62003,4.57891E+12,World Bank
Kazakhstan,KAZ,2018,27.8,11053.36206,2.02016E+11,World Bank
Kyrgyz Republic,KGZ,2018,27.7,1197.610724,7572253084,World Bank
Kiribati,KIR,2018,,1626.041214,188363866.3,World Bank
Lao PDR,LAO,2018,38.8,2483.161575,17534840493,World Bank
Malaysia,MYS,2018,,11075.57648,3.49191E+11,World Bank
Maldives,MDV,2018,,9822.53964,5065522983,World Bank
Marshall Islands,MHL,2018,,3409.492912,199155300,World Bank
Mongolia,MNG,2018,32.7,4233.972689,13422599496,World Bank
Myanmar,MMR,2018,,1459.643006,78394970758,World Bank
Nauru,NRU,2018,,8392.958084,89620006.42,World Bank
Nepal,NPL,2018,,1021.331877,28695046274,World Bank
New Zealand,NZL,2018,,40304.36143,1.97516E+11,World Bank
Pakistan,PAK,2018,31.6,1502.891343,3.18956E+11,World Bank
Palau,PLW,2018,,15115.36775,270731351.7,World Bank
Papua New Guinea,PNG,2018,,2749.117778,23659798307,World Bank
China,CHN,2018,,9619.192484,1.34934E+13,World Bank
Philippines,PHL,2018,42.3,3500.933789,3.73379E+11,World Bank
"Korea, Rep.",KOR,2018,,31040.65545,1.6019E+12,World Bank
Samoa,WSM,2018,,4335.207382,850255553.4,World Bank
Singapore,SGP,2018,,61056.58403,3.44278E+11,World Bank
Solomon Islands,SLB,2018,,2321.136002,1515367566,World Bank
Sri Lanka,LKA,2018,,4157.283876,90088341600,World Bank
Tajikistan,TJK,2018,,1119.642848,10189698258,World Bank
Thailand,THA,2018,36.4,6489.257186,4.50539E+11,World Bank
Timor-Leste,TLS,2018,,1251.426645,1586777700,World Bank
Tonga,TON,2018,,4676.778221,482638835.7,World Bank
Turkmenistan,TKM,2018,,7349.459106,43000964983,World Bank
Tuvalu,TUV,2018,,3391.392093,39017966.03,World Bank
Uzbekistan,UZB,2018,,3047.308384,1.00427E+11,World Bank
Vanuatu,VUT,2018,,2860.012476,837054151.3,World Bank
Vietnam,VNM,2018,35.7,2456.791224,2.34736E+11,World Bank
Afghanistan,AFG,2019,,555.1389963,21118462797,World Bank
Armenia,ARM,2019,29.9,4350.466198,12867495686,World Bank
Australia,AUS,2019,,58781.04666,1.49103E+12,World Bank
Azerbaijan,AZE,2019,,5348.26526,53612524527,World Bank
Bangladesh,BGD,2019,,1603.953646,2.61519E+11,World Bank
Bhutan,BTN,2019,,3238.060464,2470944512,World Bank
Brunei Darussalam,BRN,2019,,30646.10925,13278836553,World Bank
Cambodia,KHM,2019,,1441.179228,23760061873,World Bank
"Micronesia, Fed. Sts.",FSM,2019,,2921.145867,332458532.3,World Bank
Fiji,FJI,2019,,5869.021144,5223164712,World Bank
Georgia,GEO,2019,35.9,4773.423309,17757903230,World Bank
"Hong Kong SAR, China",HKG,2019,,44189.69253,3.3175E+11,World Bank
India,IND,2019,,1972.757821,2.69561E+12,World Bank
Indonesia,IDN,2019,38.2,3877.382977,1.04932E+12,World Bank
Japan,JPN,2019,,36362.35732,4.59129E+12,World Bank
Kazakhstan,KAZ,2019,,11402.76011,2.11107E+11,World Bank
Kyrgyz Republic,KGZ,2019,29.7,1226.824464,7920624103,World Bank
Kiribati,KIR,2019,,1664.511519,195759870.7,World Bank
Lao PDR,LAO,2019,,2579.253661,18491845636,World Bank
Malaysia,MYS,2019,,11414.5787,3.64693E+11,World Bank
Maldives,MDV,2019,,10197.09284,5414217823,World Bank
Marshall Islands,MHL,2019,,3612.602269,212388500,World Bank
Mongolia,MNG,2019,,4394.988134,14174566300,World Bank
Myanmar,MMR,2019,,1548.45663,83686992016,World Bank
Nauru,NRU,2019,,8325.901748,89620006.42,World Bank
Nepal,NPL,2019,,1069.789098,30605291409,World Bank
New Zealand,NZL,2019,,40315.47098,2.00743E+11,World Bank
