iso,hdi_rank,country_name,year,hdi_value,data_source
PLW,50,Palau,2014,0.825,UN_HDI
PLW,50,Palau,2015,0.82,UN_HDI
PLW,50,Palau,2016,0.822,UN_HDI
PLW,50,Palau,2017,0.822,UN_HDI
PLW,50,Palau,2018,0.822,UN_HDI
PLW,50,Palau,2019,0.826,UN_HDI
PNG,155,Papua New Guinea,2010,0.522,UN_HDI
PNG,155,Papua New Guinea,2011,0.53,UN_HDI
PNG,155,Papua New Guinea,2012,0.52,UN_HDI
PNG,155,Papua New Guinea,2013,0.537,UN_HDI
PNG,155,Papua New Guinea,2014,0.542,UN_HDI
PNG,155,Papua New Guinea,2015,0.548,UN_HDI
PNG,155,Papua New Guinea,2016,0.549,UN_HDI
PNG,155,Papua New Guinea,2017,0.549,UN_HDI
PNG,155,Papua New Guinea,2018,0.549,UN_HDI
PNG,155,Papua New Guinea,2019,0.555,UN_HDI
PHL,107,Philippines,2010,0.671,UN_HDI
PHL,107,Philippines,2011,0.676,UN_HDI
PHL,107,Philippines,2012,0.684,UN_HDI
PHL,107,Philippines,2013,0.691,UN_HDI
PHL,107,Philippines,2014,0.696,UN_HDI
PHL,107,Philippines,2015,0.701,UN_HDI
PHL,107,Philippines,2016,0.704,UN_HDI
PHL,107,Philippines,2017,0.708,UN_HDI
PHL,107,Philippines,2018,0.711,UN_HDI
PHL,107,Philippines,2019,0.718,UN_HDI
WSM,111, Samoa,2010,0.698,UN_HDI
WSM,111, Samoa,2011,0.701,UN_HDI
WSM,111, Samoa,2012,0.698,UN_HDI
WSM,111, Samoa,2013,0.7,UN_HDI
WSM,111, Samoa,2014,0.703,UN_HDI
WSM,111, Samoa,2015,0.707,UN_HDI
WSM,111, Samoa,2016,0.71,UN_HDI
WSM,111, Samoa,2017,0.71,UN_HDI
WSM,111, Samoa,2018,0.709,UN_HDI
WSM,111, Samoa,2019,0.715,UN_HDI
SGP,11, Singapore,2010,0.909,UN_HDI
SGP,11, Singapore,2011,0.913,UN_HDI
SGP,11, Singapore,2012,0.918,UN_HDI
SGP,11, Singapore,2013,0.921,UN_HDI
SGP,11, Singapore,2014,0.926,UN_HDI
SGP,11, Singapore,2015,0.931,UN_HDI
SGP,11, Singapore,2016,0.935,UN_HDI
SGP,11, Singapore,2017,0.933,UN_HDI
SGP,11, Singapore,2018,0.936,UN_HDI
SGP,11, Singapore,2019,0.938,UN_HDI
SLB,151, Solomon Islands,2010,0.537,UN_HDI
SLB,151, Solomon Islands,2011,0.541,UN_HDI
SLB,151, Solomon Islands,2012,0.553,UN_HDI
SLB,151, Solomon Islands,2013,0.558,UN_HDI
SLB,151, Solomon Islands,2014,0.559,UN_HDI
SLB,151, Solomon Islands,2015,0.563,UN_HDI
SLB,151, Solomon Islands,2016,0.561,UN_HDI
SLB,151, Solomon Islands,2017,0.562,UN_HDI
SLB,151, Solomon Islands,2018,0.564,UN_HDI
SLB,151, Solomon Islands,2019,0.567,UN_HDI
LKA,72, Sri Lanka,2010,0.754,UN_HDI
LKA,72, Sri Lanka,2011,0.76,UN_HDI
LKA,72, Sri Lanka,2012,0.766,UN_HDI
LKA,72, Sri Lanka,2013,0.769,UN_HDI
LKA,72, Sri Lanka,2014,0.773,UN_HDI
LKA,72, Sri Lanka,2015,0.776,UN_HDI
LKA,72, Sri Lanka,2016,0.773,UN_HDI
LKA,72, Sri Lanka,2017,0.775,UN_HDI
LKA,72, Sri Lanka,2018,0.779,UN_HDI
LKA,72, Sri Lanka,2019,0.782,UN_HDI
TJK,125, Tajikistan,2010,0.638,UN_HDI
TJK,125, Tajikistan,2011,0.636,UN_HDI
TJK,125, Tajikistan,2012,0.643,UN_HDI
TJK,125, Tajikistan,2013,0.653,UN_HDI
TJK,125, Tajikistan,2014,0.652,UN_HDI
TJK,125, Tajikistan,2015,0.652,UN_HDI
TJK,125, Tajikistan,2016,0.653,UN_HDI
TJK,125, Tajikistan,2017,0.657,UN_HDI
TJK,125, Tajikistan,2018,0.661,UN_HDI
TJK,125, Tajikistan,2019,0.668,UN_HDI
THA,79, Thailand,2010,0.724,UN_HDI
THA,79, Thailand,2011,0.733,UN_HDI
THA,79, Thailand,2012,0.737,UN_HDI
THA,79, Thailand,2013,0.734,UN_HDI
THA,79, Thailand,2014,0.742,UN_HDI
THA,79, Thailand,2015,0.749,UN_HDI
THA,79, Thailand,2016,0.756,UN_HDI
THA,79, Thailand,2017,0.765,UN_HDI
THA,79, Thailand,2018,0.772,UN_HDI
THA,79, Thailand,2019,0.777,UN_HDI
TLS,141, Timor-Leste,2010,0.628,UN_HDI
TLS,141, Timor-Leste,2011,0.644,UN_HDI
TLS,141, Timor-Leste,2012,0.639,UN_HDI
TLS,141, Timor-Leste,2013,0.63,UN_HDI
TLS,141, Timor-Leste,2014,0.62,UN_HDI
TLS,141, Timor-Leste,2015,0.61,UN_HDI
TLS,141, Timor-Leste,2016,0.598,UN_HDI
TLS,141, Timor-Leste,2017,0.599,UN_HDI
TLS,141, Timor-Leste,2018,0.599,UN_HDI
TLS,141, Timor-Leste,2019,0.606,UN_HDI
TON,104, Tonga,2010,0.699,UN_HDI
TON,104, Tonga,2011,0.704,UN_HDI
TON,104, Tonga,2012,0.708,UN_HDI
TON,104, Tonga,2013,0.708,UN_HDI
TON,104, Tonga,2014,0.707,UN_HDI
TON,104, Tonga,2015,0.72,UN_HDI
TON,104, Tonga,2016,0.722,UN_HDI
TON,104, Tonga,2017,0.723,UN_HDI
TON,104, Tonga,2018,0.723,UN_HDI
TON,104, Tonga,2019,0.725,UN_HDI
TKM,111, Turkmenistan,2010,0.666,UN_HDI
TKM,111, Turkmenistan,2011,0.673,UN_HDI
TKM,111, Turkmenistan,2012,0.679,UN_HDI
TKM,111, Turkmenistan,2013,0.685,UN_HDI
TKM,111, Turkmenistan,2014,0.689,UN_HDI
TKM,111, Turkmenistan,2015,0.694,UN_HDI
TKM,111, Turkmenistan,2016,0.699,UN_HDI
TKM,111, Turkmenistan,2017,0.701,UN_HDI
TKM,111, Turkmenistan,2018,0.71,UN_HDI
TKM,111, Turkmenistan,2019,0.715,UN_HDI
UZB,106, Uzbekistan,2010,0.669,UN_HDI
UZB,106, Uzbekistan,2011,0.676,UN_HDI
UZB,106, Uzbekistan,2012,0.685,UN_HDI
UZB,106, Uzbekistan,2013,0.692,UN_HDI
UZB,106, Uzbekistan,2014,0.696,UN_HDI
UZB,106, Uzbekistan,2015,0.701,UN_HDI
UZB,106, Uzbekistan,2016,0.705,UN_HDI
UZB,106, Uzbekistan,2017,0.713,UN_HDI
UZB,106, Uzbekistan,2018,0.717,UN_HDI
UZB,106, Uzbekistan,2019,0.72,UN_HDI
VUT,140, Vanuatu,2010,0.59,UN_HDI
VUT,140, Vanuatu,2011,0.591,UN_HDI
VUT,140, Vanuatu,2012,0.591,UN_HDI
VUT,140, Vanuatu,2013,0.593,UN_HDI
VUT,140, Vanuatu,2014,0.594,UN_HDI
VUT,140, Vanuatu,2015,0.598,UN_HDI
VUT,140, Vanuatu,2016,0.598,UN_HDI
VUT,140, Vanuatu,2017,0.601,UN_HDI
VUT,140, Vanuatu,2018,0.603,UN_HDI
VUT,140, Vanuatu,2019,0.609,UN_HDI
VNM,117, Viet Nam,2010,0.661,UN_HDI
VNM,117, Viet Nam,2011,0.671,UN_HDI
VNM,117, Viet Nam,2012,0.676,UN_HDI
VNM,117, Viet Nam,2013,0.681,UN_HDI
VNM,117, Viet Nam,2014,0.683,UN_HDI
VNM,117, Viet Nam,2015,0.688,UN_HDI
VNM,117, Viet Nam,2016,0.693,UN_HDI
VNM,117, Viet Nam,2017,0.696,UN_HDI
VNM,117, Viet Nam,2018,0.7,UN_HDI
VNM,117, Viet Nam,2019,0.704,UN_HDI
